Fecha,Delegacion,Clave INEGI AGEE,Codigo Penal Federal (CPF)_Delitos contra la salud_ Produccion,Codigo Penal Federal (CPF)_Delitos contra la salud_Transporte,Codigo Penal Federal (CPF)_Delitos contra la salud_Tr fico,Codigo Penal Federal (CPF)_Delitos contra la salud_Comercio,Codigo Penal Federal (CPF)_Delitos contra la salud_Suministro,Codigo Penal Federal (CPF)_Delitos contra la salud_Posesion,Codigo Penal Federal (CPF)_Delitos contra la salud_Otros,Codigo Penal Federal (CPF)_Cometidos por Servidores Publicos,Codigo Penal Federal (CPF)_Contra el Ambiente y la Gestion Ambiental,Codigo Penal Federal (CPF)_Contra la integridad corporal,Codigo Penal Federal (CPF)_Electorales,Codigo Penal Federal (CPF)_En Materia de Derechos de Autor,"Codigo Penal Federal (CPF)_Falsedad, T¡tulo D‚cimo Tercero",Codigo Penal Federal (CPF)_Patrimoniales,Codigo Penal Federal (CPF)_V¡as de Comunicacion y Correspondencia,Codigo Penal Federal (CPF)_Otros Delitos del CPF,Codigo Fiscal de la Federacion (CFF),Ley de la Propiedad Industrial (LPI),Ley de V¡as Generales de Comunicacion (LVGC),Ley Federal del Derecho de Autor (LFDA),Ley Federal de Armas de Fuego y Explosivos (LFAFE),Ley de Migracion (LM),Ley General de Salud (LGS)_Contra la salud en su modalidad de Narcomenudeo,Ley General de Salud (LGS)_Otros delitos previstos en la LGS,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Contra la salud,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Otros delitos previstos en la LFCDO,"Leyes de Instituciones de Cr‚dito, Inversion, Fianzas y Seguros",Otras Leyes Especiales
2012-02,BAJA CALIFORNIA SUR,3,0,4,0,6,0,0,2,3,3,0,4,0,5,11,0,5,1,0,1,1,4,0,56,0,0,1,0,2
2012-02,CAMPECHE,4,1,2,0,6,0,0,0,1,9,0,2,2,2,10,1,6,0,1,1,0,6,0,0,0,0,0,0,4
2012-02,COAHUILA,5,0,0,0,4,0,0,23,2,0,3,27,0,1,32,0,18,16,2,3,0,33,0,12,0,0,2,2,3
2012-02,COLIMA,6,1,0,0,0,0,5,3,3,2,0,0,0,3,7,0,8,22,0,0,0,9,0,1,1,0,0,0,1
2012-02,CHIAPAS,7,0,1,0,5,0,6,16,18,11,0,19,0,7,18,1,30,16,0,4,0,26,7,13,0,0,0,1,14
2012-02,CHIHUAHUA,8,0,0,0,0,0,55,6,9,2,0,90,0,7,44,0,19,19,0,0,1,67,0,73,0,0,1,0,1
2012-02,DISTRITO FEDERAL,9,0,0,0,10,0,343,184,142,10,12,7,2,169,324,6,69,26,64,0,97,93,0,4,0,0,39,339,16
2012-02,DURANGO,10,3,0,0,18,0,6,6,4,2,3,0,0,1,12,2,9,2,0,1,0,14,0,5,0,0,3,0,0
2012-02,GUANAJUATO,11,1,0,0,2,0,257,7,4,3,1,2,2,9,54,12,13,41,1,1,4,73,0,291,0,0,1,17,6
2012-02,GUERRERO,12,0,0,0,59,0,52,5,10,10,1,4,1,3,14,3,15,1,0,0,0,88,0,0,0,0,36,1,1
2012-02,HIDALGO,13,0,0,0,2,0,1,1,0,3,0,2,5,2,36,2,26,40,0,1,12,44,0,0,0,0,2,1,3
2012-02,JALISCO,14,18,5,0,24,0,309,44,1,5,4,3,7,15,63,0,50,22,8,5,1,102,0,465,2,0,5,24,9
2012-02,MXICO,15,1,0,0,2,0,3,8,9,3,3,6,1,9,144,2,68,8,7,0,1,54,4,19,0,0,9,4,8
2012-02,MICHOACAN,16,23,2,0,13,1,74,6,4,8,0,6,0,15,25,2,8,11,1,1,0,90,0,0,0,0,6,0,1
2012-02,MORELOS,17,0,0,0,4,0,15,3,4,2,0,1,1,6,19,0,6,7,0,2,0,44,0,21,0,0,7,1,4
2012-02,NAYARIT,18,1,0,0,14,0,3,5,3,1,0,0,0,3,7,0,17,0,0,0,0,25,0,0,0,0,5,0,0
2012-02,NUEVO LEON,19,0,0,0,19,0,69,6,42,1,1,1,0,6,34,2,6,26,3,0,1,68,0,17,1,0,7,4,8
2012-02,OAXACA,20,3,5,0,4,0,6,10,13,12,1,1,1,3,14,2,12,1,0,1,1,94,6,53,0,0,1,3,5
2012-02,PUEBLA,21,0,1,0,0,0,16,0,1,6,0,3,0,5,34,2,15,21,1,2,0,55,2,0,0,0,1,1,8
2012-02,QUERTARO,22,0,0,0,0,0,1,2,3,2,0,0,1,11,11,2,4,3,1,1,1,13,0,40,0,0,1,1,1
2012-02,QUINTANA ROO,23,0,1,0,1,0,46,23,2,4,0,2,6,29,19,0,10,15,0,1,0,7,0,0,0,0,2,1,1
2012-02,SAN LUIS POTOSÖ,24,0,0,0,13,0,0,0,4,2,0,1,1,1,10,0,3,9,0,2,2,25,3,27,0,0,1,1,3
2012-02,SINALOA,25,9,3,0,40,0,73,9,4,2,1,0,0,4,33,1,6,11,0,4,1,53,3,12,0,0,2,3,1
2012-02,SONORA,26,28,8,0,8,0,54,61,4,4,0,4,0,3,35,2,21,69,2,1,0,61,21,63,0,0,4,1,10
2012-02,TABASCO,27,0,0,0,1,1,3,14,3,1,0,1,2,1,13,0,18,1,1,0,2,7,3,10,0,0,0,0,2
2012-02,TAMAULIPAS,28,0,0,0,0,0,91,3,7,5,0,0,2,3,57,4,69,31,0,0,0,134,0,0,0,0,6,1,3
2012-02,TLAXCALA,29,0,0,0,0,0,1,0,1,8,0,1,5,2,8,5,11,2,0,4,0,6,0,40,0,0,0,0,1
2012-02,VERACRUZ,30,1,3,0,3,2,4,0,15,11,0,7,4,3,123,5,49,61,0,1,1,73,2,56,0,1,10,1,10
2012-02,YUCATAN,31,0,0,0,0,0,13,0,4,1,1,1,1,4,9,0,3,0,1,3,0,1,0,0,0,0,0,1,0
2012-02,ZACATECAS,32,1,0,0,3,0,19,3,1,0,0,1,0,1,15,2,5,1,0,3,0,16,0,3,0,0,1,0,0
2012-02,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-03,AGUASCALIENTES,1,0,0,0,18,0,21,0,1,2,0,4,1,3,4,0,2,39,1,0,3,10,0,2,0,0,3,3,0
2012-03,BAJA CALIFORNIA,2,1,0,0,14,0,941,0,23,2,1,26,25,60,121,1,15,41,2,0,0,103,30,0,0,0,1,10,3
2012-03,BAJA CALIFORNIA SUR,3,0,5,0,3,0,1,0,2,2,0,29,4,4,10,0,3,4,1,0,0,4,0,69,0,0,0,0,3
2012-03,CAMPECHE,4,1,2,0,4,0,2,2,1,12,0,10,1,2,14,0,6,4,1,0,0,4,0,6,0,0,0,0,3
2012-03,COAHUILA,5,0,0,0,16,0,9,28,2,1,2,14,2,1,27,3,15,17,1,4,1,39,0,14,0,1,2,2,2
2012-03,COLIMA,6,3,0,0,2,0,7,3,1,3,0,7,1,5,9,0,11,11,0,0,0,7,0,1,0,2,0,0,1
2012-03,CHIAPAS,7,1,3,0,5,0,12,14,8,11,0,26,3,9,18,0,10,14,1,10,1,21,9,22,0,0,1,0,27
2012-03,CHIHUAHUA,8,1,3,0,0,0,77,6,4,3,5,19,0,10,41,2,31,24,0,0,0,82,2,40,0,1,4,1,10
2012-03,DISTRITO FEDERAL,9,1,0,0,7,0,249,200,193,3,9,245,1,596,455,2,80,13,65,0,70,101,0,21,0,3,30,350,19
2012-03,DURANGO,10,2,0,1,16,0,8,5,5,2,1,48,0,2,15,6,13,2,0,0,0,29,0,6,0,0,3,1,0
2012-03,GUANAJUATO,11,4,0,0,4,2,336,4,2,2,0,29,0,12,64,4,21,24,4,4,1,77,0,264,0,0,3,12,4
2012-03,GUERRERO,12,1,1,0,16,0,48,9,11,8,6,73,6,8,16,2,13,4,0,0,0,55,0,0,0,0,35,0,4
2012-03,HIDALGO,13,0,0,0,2,0,0,2,0,2,1,13,5,3,43,4,19,33,0,2,10,38,1,1,0,1,6,0,2
2012-03,JALISCO,14,10,2,0,19,0,333,45,2,6,2,2,0,15,72,2,35,24,8,2,6,141,1,548,2,0,12,41,10
2012-03,MXICO,15,1,0,0,7,0,5,3,8,9,5,9,3,9,116,1,59,14,10,3,1,73,0,37,0,0,19,3,11
2012-03,MICHOACAN,16,34,0,0,6,1,70,10,9,12,2,2,1,4,22,2,20,17,1,2,3,94,0,6,0,0,9,2,4
2012-03,MORELOS,17,1,1,0,2,0,7,1,5,3,1,0,1,4,13,3,9,16,0,4,0,36,0,49,0,0,8,0,4
2012-03,NAYARIT,18,1,0,0,0,0,7,4,3,3,0,0,0,4,14,1,20,3,0,1,1,24,0,0,0,0,1,0,2
2012-03,NUEVO LEON,19,1,1,0,42,0,70,0,41,3,1,2,3,4,30,3,6,10,7,0,1,79,3,16,0,0,5,3,6
2012-03,OAXACA,20,0,4,0,6,0,12,6,8,8,0,4,1,17,18,2,12,2,0,1,0,96,1,55,0,0,2,1,3
2012-03,PUEBLA,21,0,1,0,3,0,19,2,6,6,0,5,0,9,36,3,13,32,2,2,0,52,0,0,0,0,2,2,6
2012-03,QUERTARO,22,0,0,0,0,0,0,2,5,2,0,0,1,7,7,0,6,10,0,1,1,21,0,58,0,0,0,4,1
2012-03,QUINTANA ROO,23,0,0,2,19,1,43,51,5,5,0,0,3,4,15,1,7,21,0,1,0,16,0,5,0,1,0,0,2
2012-03,SAN LUIS POTOSÖ,24,0,0,1,6,0,0,0,8,0,0,0,1,2,15,2,2,7,0,1,0,27,4,31,0,0,5,0,1
2012-03,SINALOA,25,16,4,0,36,0,74,22,5,0,0,2,0,6,39,2,10,4,1,0,0,81,2,14,0,1,4,4,12
2012-03,SONORA,26,19,10,1,9,0,79,49,2,4,0,3,0,12,41,3,18,58,0,8,1,76,25,69,0,0,3,1,11
2012-03,TABASCO,27,0,2,0,9,1,3,11,3,3,0,1,1,2,19,1,20,2,2,0,0,8,5,7,0,0,0,0,4
2012-03,TAMAULIPAS,28,0,0,0,0,0,125,6,7,1,2,1,3,4,72,2,67,21,0,0,0,182,0,0,0,0,13,0,7
2012-03,TLAXCALA,29,0,0,0,0,0,1,2,3,3,0,1,1,4,13,3,8,1,1,4,2,11,0,25,0,0,0,0,8
2012-03,VERACRUZ,30,0,2,0,1,0,5,2,16,20,3,9,1,6,83,4,45,48,0,6,1,76,2,51,0,1,9,1,29
2012-03,YUCATAN,31,0,0,0,0,0,16,2,4,4,0,1,5,5,17,0,5,1,1,2,0,3,0,0,0,0,0,1,4
2012-03,ZACATECAS,32,1,0,0,2,0,18,7,1,0,1,0,0,1,11,1,5,4,0,0,3,21,0,0,0,0,1,0,0
2012-03,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2
2012-04,AGUASCALIENTES,1,0,3,0,16,0,24,1,3,0,0,4,0,12,5,0,1,16,0,0,0,8,0,6,0,0,2,0,0
2012-04,BAJA CALIFORNIA,2,0,0,0,12,1,829,3,8,2,1,8,28,46,121,2,13,66,4,0,0,88,29,0,0,2,2,5,2
2012-04,BAJA CALIFORNIA SUR,3,0,2,0,0,3,5,4,2,2,0,3,2,1,11,1,1,2,0,0,0,4,0,67,0,0,1,1,2
2012-04,CAMPECHE,4,0,1,0,1,0,1,1,1,7,1,4,0,0,11,0,5,2,2,0,0,7,0,4,0,0,0,0,1
2012-04,COAHUILA,5,0,1,0,4,0,8,33,0,0,2,2,0,3,25,0,11,13,0,3,0,36,1,13,0,0,3,2,2
2012-04,COLIMA,6,0,0,0,1,0,9,3,1,0,0,10,0,2,7,0,3,13,0,0,1,19,0,3,2,0,4,0,1
2012-04,CHIAPAS,7,2,2,0,7,0,12,6,13,11,0,13,3,13,21,5,16,16,3,6,1,29,7,16,1,0,1,0,12
2012-04,CHIHUAHUA,8,1,3,0,2,0,104,5,10,2,1,2,0,13,21,1,19,28,0,0,0,62,2,34,0,2,3,0,4
2012-04,DISTRITO FEDERAL,9,3,3,0,3,0,194,287,135,2,12,21,3,223,353,7,111,28,76,0,64,79,1,10,0,1,20,347,23
2012-04,DURANGO,10,4,0,0,20,0,9,7,2,4,2,6,1,0,13,1,8,5,0,4,0,18,0,3,0,0,0,0,0
2012-04,GUANAJUATO,11,0,0,0,22,0,266,7,2,3,0,29,1,5,28,5,19,60,3,3,4,63,1,246,0,0,2,8,8
2012-04,GUERRERO,12,0,0,0,11,0,34,4,4,4,2,18,2,9,10,5,10,7,0,0,0,60,0,0,0,0,24,0,1
2012-04,HIDALGO,13,2,0,0,2,0,4,3,4,4,0,1,2,3,57,2,18,38,0,3,8,28,1,0,1,0,1,0,1
2012-04,JALISCO,14,14,3,0,9,0,264,37,4,5,3,1,1,19,53,4,27,17,1,2,1,134,0,519,0,0,6,33,7
2012-04,MXICO,15,0,1,0,5,0,3,11,16,10,5,3,2,4,108,7,56,17,6,4,1,80,0,22,0,0,21,4,3
2012-04,MICHOACAN,16,7,0,0,4,0,74,7,16,11,0,1,0,4,27,1,25,19,1,6,1,76,0,3,0,0,13,1,2
2012-04,MORELOS,17,0,1,0,2,0,6,4,5,2,0,2,0,3,27,1,6,5,1,2,0,27,0,51,0,0,6,1,7
2012-04,NAYARIT,18,0,0,0,0,0,5,1,5,2,1,1,0,1,11,1,14,3,0,1,0,20,0,0,0,0,0,1,3
2012-04,NUEVO LEON,19,3,0,0,37,0,100,1,24,1,2,0,0,2,22,1,6,22,18,0,1,68,0,16,0,0,4,1,6
2012-04,OAXACA,20,0,8,0,5,0,13,5,4,7,4,1,1,10,10,4,11,4,2,15,1,88,5,58,0,0,1,1,1
2012-04,PUEBLA,21,0,1,0,1,0,10,4,5,6,2,6,3,5,49,3,14,38,1,4,0,46,1,0,0,0,3,2,7
2012-04,QUERTARO,22,0,0,0,1,0,3,6,7,2,0,0,0,7,14,1,2,6,1,0,1,19,0,40,0,0,0,4,4
2012-04,QUINTANA ROO,23,0,0,0,4,0,41,14,3,8,0,2,6,3,16,0,2,12,1,0,0,14,0,4,0,0,4,0,2
2012-04,SAN LUIS POTOSÖ,24,0,0,0,6,0,0,1,1,2,0,0,1,3,14,3,11,1,0,1,0,28,3,14,0,1,3,0,6
2012-04,SINALOA,25,14,1,0,31,0,75,11,13,3,2,1,1,2,33,3,7,14,1,1,0,75,1,20,1,0,2,2,3
2012-04,SONORA,26,14,5,1,13,0,51,31,6,2,1,0,0,9,45,1,18,73,1,1,1,56,23,76,0,0,2,1,12
2012-04,TABASCO,27,0,1,2,5,0,7,7,8,2,1,3,2,2,19,2,27,5,0,0,1,14,1,5,0,0,1,3,2
2012-04,TAMAULIPAS,28,0,0,0,0,0,113,2,8,2,3,3,4,9,64,2,59,27,0,0,0,126,1,0,0,0,11,0,7
2012-04,TLAXCALA,29,0,0,0,0,0,2,14,5,2,1,1,1,4,13,4,5,1,0,3,0,7,0,12,0,0,1,0,5
2012-04,VERACRUZ,30,0,0,0,0,1,5,6,12,12,3,7,0,6,85,3,41,44,0,2,0,66,5,63,0,2,10,0,10
2012-04,YUCATAN,31,0,0,0,0,0,9,2,4,1,1,2,1,0,10,1,2,0,1,2,0,2,0,0,0,0,0,1,6
2012-04,ZACATECAS,32,0,2,0,1,1,14,9,1,1,0,0,0,1,12,0,11,2,0,3,0,21,0,2,0,0,0,0,0
2012-04,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
2012-05,AGUASCALIENTES,1,0,1,0,8,0,24,0,0,0,0,7,0,5,5,0,4,8,0,4,0,6,1,8,0,0,6,0,2
2012-05,BAJA CALIFORNIA,2,1,0,1,13,0,878,9,8,4,0,6,53,37,84,0,27,103,7,0,0,99,29,2,0,0,5,12,3
2012-05,BAJA CALIFORNIA SUR,3,0,2,0,3,0,18,2,2,1,0,3,1,2,9,0,10,3,0,0,0,2,0,69,0,0,0,0,1
2012-05,CAMPECHE,4,0,0,0,5,0,0,1,3,14,0,4,0,0,8,0,5,3,1,0,2,6,0,2,0,0,0,0,1
2012-05,COAHUILA,5,0,2,0,1,0,6,37,4,2,3,5,0,2,22,1,17,29,0,2,0,27,0,10,0,0,14,7,10
2012-05,COLIMA,6,0,0,0,0,0,4,1,1,0,0,2,0,0,20,1,8,19,3,3,0,15,0,1,0,0,1,0,3
2012-05,CHIAPAS,7,2,5,0,8,0,10,10,14,8,1,12,4,12,28,1,9,28,0,1,0,19,4,25,0,0,1,1,9
2012-05,CHIHUAHUA,8,0,2,2,6,0,66,14,16,0,1,18,2,9,30,3,19,31,0,1,1,57,3,112,0,0,3,1,3
2012-05,DISTRITO FEDERAL,9,2,0,0,5,0,335,181,124,5,5,18,12,139,529,11,96,44,64,0,79,85,2,17,1,0,22,289,16
2012-05,DURANGO,10,0,0,1,27,0,8,5,7,3,8,15,1,0,17,2,5,9,0,1,0,30,0,7,0,0,3,0,2
2012-05,GUANAJUATO,11,3,1,0,20,1,107,20,6,1,2,9,1,7,35,4,14,67,6,3,4,69,0,324,0,0,4,12,8
2012-05,GUERRERO,12,0,0,0,11,0,58,1,4,7,5,25,0,1,6,3,17,2,0,0,0,74,0,0,0,0,26,0,1
2012-05,HIDALGO,13,0,0,0,3,0,4,4,0,7,1,8,5,10,41,1,31,22,0,0,5,32,0,0,0,0,5,0,3
2012-05,JALISCO,14,21,8,0,19,2,241,51,7,5,1,16,3,27,75,7,37,41,15,7,13,155,0,516,0,0,7,38,10
2012-05,MXICO,15,4,0,1,1,0,4,6,15,20,3,17,3,5,127,5,65,19,9,11,16,84,2,23,1,0,18,3,11
2012-05,MICHOACAN,16,20,0,3,10,0,98,19,17,9,1,15,0,0,34,1,20,16,2,3,1,79,0,9,0,0,12,0,3
2012-05,MORELOS,17,0,0,0,7,0,4,0,6,4,2,8,1,3,19,0,19,5,0,2,0,39,0,46,0,0,15,0,4
2012-05,NAYARIT,18,1,0,0,0,0,9,2,3,2,4,7,4,1,19,0,31,1,1,1,0,15,0,6,0,1,3,0,6
2012-05,NUEVO LEON,19,0,1,0,41,0,92,0,27,2,2,5,0,12,36,16,19,28,4,3,2,91,1,4,0,0,9,0,7
2012-05,OAXACA,20,0,4,1,6,0,10,8,4,10,0,6,2,3,18,7,18,4,0,12,2,86,4,35,0,0,1,7,6
2012-05,PUEBLA,21,0,2,0,1,0,35,0,0,4,0,23,1,9,40,0,14,40,1,4,0,38,0,0,0,0,3,3,2
2012-05,QUERTARO,22,0,0,0,1,0,4,6,6,1,2,4,3,7,27,0,8,13,2,0,3,21,0,56,0,0,0,3,3
2012-05,QUINTANA ROO,23,0,0,0,3,1,65,31,3,4,0,5,5,5,49,0,11,11,2,0,0,16,0,3,0,0,3,1,2
2012-05,SAN LUIS POTOSÖ,24,0,2,0,3,0,1,2,2,2,0,4,2,1,8,3,7,3,0,0,0,23,2,9,0,0,2,0,2
2012-05,SINALOA,25,14,5,0,47,0,72,16,8,1,2,4,1,9,45,3,5,25,0,4,0,77,1,15,0,0,6,0,8
2012-05,SONORA,26,13,11,1,16,1,67,59,6,7,1,6,0,12,61,0,30,102,4,5,0,59,17,111,0,0,4,2,11
2012-05,TABASCO,27,1,0,1,7,0,9,4,10,1,0,6,1,3,15,0,18,5,0,1,0,7,6,9,0,0,1,4,2
2012-05,TAMAULIPAS,28,0,0,0,0,0,98,10,14,0,6,9,3,7,69,3,98,35,0,0,0,131,0,0,0,1,16,1,1
2012-05,TLAXCALA,29,0,0,1,2,0,12,7,1,6,2,4,2,7,15,0,7,7,0,3,0,7,0,9,0,0,0,0,4
2012-05,VERACRUZ,30,1,2,0,1,0,1,3,8,11,1,16,3,6,131,2,34,46,1,4,0,74,3,69,0,0,21,0,12
2012-05,YUCATAN,31,0,0,0,0,0,14,3,5,8,2,0,6,3,5,0,7,2,2,1,0,1,0,0,0,0,0,0,3
2012-05,ZACATECAS,32,0,0,0,2,0,10,6,1,2,0,4,1,3,8,3,6,4,0,1,0,18,0,1,0,0,5,0,1
2012-05,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,1
2012-06,AGUASCALIENTES,1,0,3,0,14,0,16,1,4,1,1,10,0,4,25,0,9,14,0,0,1,3,0,5,0,0,5,0,2
2012-06,BAJA CALIFORNIA,2,2,1,0,3,0,758,6,8,2,1,11,38,34,110,0,19,69,4,3,0,100,26,11,0,0,3,5,5
2012-06,BAJA CALIFORNIA SUR,3,1,1,0,3,0,5,0,1,1,1,3,2,2,5,1,4,1,0,1,2,6,0,57,1,0,0,0,0
2012-06,CAMPECHE,4,0,1,0,1,0,1,0,1,4,1,2,1,2,10,0,11,2,0,2,0,4,0,2,0,0,0,0,3
2012-06,COAHUILA,5,0,0,0,7,0,3,15,1,0,0,12,0,5,29,3,22,14,0,2,0,50,4,9,15,0,10,1,3
2012-06,COLIMA,6,1,1,0,1,0,3,6,0,1,0,0,0,0,10,1,3,9,0,0,1,13,0,1,0,0,0,0,5
2012-06,CHIAPAS,7,1,3,0,7,0,5,12,6,4,0,17,2,13,28,2,20,20,3,3,1,32,9,29,3,0,1,0,7
2012-06,CHIHUAHUA,8,3,3,1,1,0,45,9,9,3,2,14,0,11,39,0,28,35,1,1,1,69,1,100,19,0,2,1,2
2012-06,DISTRITO FEDERAL,9,1,0,0,4,1,250,295,136,4,9,53,37,185,381,1,118,37,54,0,67,123,0,3,7,1,27,382,18
2012-06,DURANGO,10,11,0,0,15,0,16,7,4,1,2,10,0,4,11,0,11,6,0,0,0,29,0,6,1,0,1,0,1
2012-06,GUANAJUATO,11,0,1,0,14,0,119,8,8,1,0,10,0,18,38,4,22,61,1,2,5,72,0,291,81,0,12,16,27
2012-06,GUERRERO,12,1,0,0,9,0,43,1,9,3,0,35,0,1,20,3,17,6,0,0,1,80,0,0,0,0,23,3,1
2012-06,HIDALGO,13,0,0,0,2,0,0,2,3,6,0,11,8,7,46,5,28,24,0,4,8,27,0,0,0,0,2,0,1
2012-06,JALISCO,14,6,7,0,28,5,311,80,5,6,2,31,0,27,92,4,36,44,22,4,1,146,0,521,88,0,17,32,10
2012-06,MXICO,15,0,0,0,1,0,2,8,6,19,1,22,3,13,125,1,78,16,25,5,0,71,0,24,19,0,27,5,10
2012-06,MICHOACAN,16,25,6,1,5,0,85,10,27,6,2,3,2,4,48,2,33,16,0,5,1,110,0,28,4,0,6,1,6
2012-06,MORELOS,17,0,0,0,1,0,1,4,12,6,0,17,0,5,20,1,13,12,0,6,0,35,0,46,6,0,20,2,5
2012-06,NAYARIT,18,1,0,0,1,0,2,1,4,7,1,7,1,2,13,0,17,0,0,0,0,24,0,2,0,0,2,0,4
2012-06,NUEVO LEON,19,0,0,0,45,0,70,0,41,3,2,7,0,5,38,15,31,31,7,0,2,103,0,28,3,0,8,1,12
2012-06,OAXACA,20,3,4,0,12,0,7,5,6,16,0,18,0,1,24,8,19,5,0,14,1,69,3,4,21,0,2,8,9
2012-06,PUEBLA,21,0,0,0,2,0,20,1,3,3,0,20,2,8,30,0,12,44,2,2,0,49,0,4,0,0,3,5,4
2012-06,QUERTARO,22,0,0,0,1,0,4,1,4,0,0,8,0,10,26,1,7,6,3,3,0,19,0,34,4,0,0,3,1
2012-06,QUINTANA ROO,23,0,0,0,14,1,37,21,3,1,0,11,3,5,27,0,7,12,6,0,0,7,0,13,1,0,0,0,4
2012-06,SAN LUIS POTOSÖ,24,0,2,0,16,0,3,0,3,3,0,8,2,2,12,0,8,7,0,4,0,27,0,7,2,0,5,2,3
2012-06,SINALOA,25,16,4,0,7,0,48,8,22,8,0,11,1,7,60,1,14,28,0,2,0,77,2,92,0,0,3,1,4
2012-06,SONORA,26,16,11,0,11,0,60,38,1,5,1,28,3,7,37,1,41,80,0,4,1,61,6,77,14,0,1,2,11
2012-06,TABASCO,27,0,0,0,5,2,1,0,7,2,0,22,1,5,18,0,24,2,0,1,0,8,6,5,5,0,2,0,2
2012-06,TAMAULIPAS,28,0,0,0,0,0,87,0,12,0,5,23,6,4,46,1,83,43,0,0,0,119,3,0,0,0,11,1,7
2012-06,TLAXCALA,29,0,0,0,3,0,4,2,2,3,1,10,0,3,8,6,9,2,0,12,0,8,0,7,0,0,0,0,7
