Fecha,Delegación,Clave INEGI AGEE,Código Penal Federal (CPF)_Delitos contra la salud_ Producción,Código Penal Federal (CPF)_Delitos contra la salud_Transporte,Código Penal Federal (CPF)_Delitos contra la salud_Tráfico,Código Penal Federal (CPF)_Delitos contra la salud_Comercio,Código Penal Federal (CPF)_Delitos contra la salud_Suministro,Código Penal Federal (CPF)_Delitos contra la salud_Posesión,Código Penal Federal (CPF)_Delitos contra la salud_Otros,Código Penal Federal (CPF)_Cometidos por Servidores Públicos,Código Penal Federal (CPF)_Contra el Ambiente y la Gestión Ambiental,Código Penal Federal (CPF)_Contra la integridad corporal,Código Penal Federal (CPF)_Electorales,Código Penal Federal (CPF)_En Materia de Derechos de Autor,"Código Penal Federal (CPF)_Falsedad, Título Décimo Tercero",Código Penal Federal (CPF)_Patrimoniales,Código Penal Federal (CPF)_Vías de Comunicación y Correspondencia,Código Penal Federal (CPF)_Otros Delitos del CPF,Código Fiscal de la Federación (CFF),Ley de la Propiedad Industrial (LPI),Ley de Vías Generales de Comunicación (LVGC),Ley Federal del Derecho de Autor (LFDA),Ley Federal de Armas de Fuego y Explosivos (LFAFE),Ley de Migración (LM),Ley General de Salud (LGS)_Contra la salud en su modalidad de Narcomenudeo,Ley General de Salud (LGS)_Otros delitos previstos en la LGS,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Contra la salud,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Otros delitos previstos en la LFCDO,"Leyes de Instituciones de Crédito, Inversión, Fianzas y Seguros",Otras Leyes Especiales
2015-04,BAJA CALIFORNIA SUR,3,3,0,0,8,0,9,0,1,0,0,3,1,3,8,0,7,4,0,1,0,6,0,1,0,0,0,0,4
2015-04,CAMPECHE,4,0,0,0,3,0,0,0,1,6,0,1,1,1,5,0,7,2,6,3,0,2,0,1,0,0,0,0,1
2015-04,COAHUILA,5,2,0,0,2,0,5,1,4,1,0,2,0,8,16,1,27,20,5,1,0,22,2,2,2,0,1,1,45
2015-04,COLIMA,6,1,1,0,2,0,2,3,5,1,1,5,2,4,13,1,8,0,2,0,0,19,0,0,1,0,0,0,3
2015-04,CHIAPAS,7,0,10,1,1,0,2,1,18,15,1,4,2,16,24,5,13,8,0,11,0,18,22,17,0,0,1,0,12
2015-04,CHIHUAHUA,8,2,1,0,2,0,22,5,17,2,1,2,0,8,39,3,43,15,3,1,2,44,1,2,0,0,3,5,10
2015-04,DISTRITO FEDERAL,9,0,7,0,8,0,16,19,55,2,3,7,19,359,354,5,136,61,73,0,1,57,0,8,1,0,9,133,58
2015-04,DURANGO,10,3,1,0,1,0,2,2,9,3,2,0,0,4,22,1,11,1,0,2,0,27,0,0,0,0,0,0,4
2015-04,GUANAJUATO,11,1,1,0,3,0,26,3,5,1,0,0,2,17,192,5,24,11,5,9,7,83,0,2,2,0,2,3,13
2015-04,GUERRERO,12,2,1,0,7,0,19,16,12,6,0,3,0,15,17,1,20,1,1,0,0,51,0,0,0,0,11,1,12
2015-04,HIDALGO,13,0,0,0,5,0,2,2,4,3,0,2,0,8,189,5,24,9,0,10,0,39,4,1,0,0,0,0,4
2015-04,JALISCO,14,1,1,2,1,0,76,2,16,7,3,8,1,14,152,24,26,12,33,1,3,114,0,0,2,0,6,12,78
2015-04,MÉXICO,15,1,1,0,2,0,5,2,18,7,1,11,12,30,207,2,57,12,27,5,1,104,2,3,2,0,14,6,42
2015-04,MICHOACÁN,16,4,1,0,10,0,25,17,25,5,3,2,6,10,43,2,40,14,2,0,3,67,0,4,1,0,5,0,15
2015-04,MORELOS,17,1,0,0,0,0,3,1,8,6,0,0,0,7,20,2,7,0,0,6,0,44,0,8,1,0,4,1,6
2015-04,NAYARIT,18,1,1,0,0,0,1,4,3,1,16,1,1,4,6,0,11,1,0,1,0,15,1,1,1,0,0,0,4
2015-04,NUEVO LEÓN,19,0,2,0,2,0,13,2,39,1,4,0,1,6,23,0,15,19,13,2,0,33,1,12,3,0,0,20,16
2015-04,OAXACA,20,1,5,0,2,0,3,3,13,2,3,1,2,2,61,6,10,4,1,24,3,75,14,9,0,0,1,0,7
2015-04,PUEBLA,21,12,0,1,0,0,2,5,1,2,0,1,2,3,152,0,17,1,2,2,0,53,1,8,0,0,0,1,6
2015-04,QUERÉTARO,22,0,1,0,0,0,2,3,5,1,0,1,0,6,41,1,5,2,10,0,0,14,0,1,0,0,0,2,6
2015-04,QUINTANA ROO,23,0,0,0,0,0,1,5,5,10,0,8,2,3,19,2,2,13,1,0,0,3,0,1,5,0,5,1,2
2015-04,SAN LUIS POTOSÍ,24,0,3,1,1,0,2,1,6,1,0,0,1,5,24,0,9,7,1,1,2,42,3,0,0,0,0,0,4
2015-04,SINALOA,25,3,4,0,4,0,29,11,4,1,2,4,0,4,40,1,6,12,1,2,0,69,0,11,0,0,2,0,8
2015-04,SONORA,26,8,9,0,0,0,35,20,3,1,1,14,0,4,45,2,36,43,1,2,1,50,12,25,9,0,4,0,8
2015-04,TABASCO,27,0,0,0,0,0,1,0,5,1,0,1,0,2,26,2,24,2,0,1,0,7,5,4,0,0,1,0,3
2015-04,TAMAULIPAS,28,0,0,0,1,0,53,0,31,0,7,5,1,3,99,0,38,14,2,0,1,151,9,1,0,0,20,1,32
2015-04,TLAXCALA,29,0,0,0,0,0,0,0,7,2,1,0,0,4,9,0,5,1,1,4,0,3,1,3,2,0,1,0,13
2015-04,VERACRUZ,30,0,0,0,0,1,1,1,10,3,0,28,1,12,117,3,65,7,1,14,1,40,10,20,6,0,1,1,21
2015-04,YUCATÁN,31,0,1,0,0,0,1,0,13,6,1,3,0,3,3,0,3,0,3,2,0,1,0,0,0,0,0,0,2
2015-04,ZACATECAS,32,1,0,0,0,0,1,2,0,0,0,3,4,0,4,0,6,2,0,0,0,11,2,3,0,0,0,1,10
2015-04,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2015-05,AGUASCALIENTES,1,0,1,0,1,0,3,10,6,1,0,1,0,5,13,0,9,5,3,3,14,13,1,0,0,1,4,4,22
2015-05,BAJA CALIFORNIA,2,0,9,0,38,0,45,4,7,8,0,14,6,26,57,1,18,12,7,0,0,77,8,46,1,1,1,2,34
2015-05,BAJA CALIFORNIA SUR,3,2,0,0,1,0,5,4,2,2,0,6,2,0,1,1,8,0,1,0,0,10,0,2,2,0,1,1,3
2015-05,CAMPECHE,4,1,0,0,1,0,1,0,2,3,0,0,0,0,11,0,6,1,0,1,0,4,1,4,0,0,0,0,2
2015-05,COAHUILA,5,2,1,0,1,1,3,0,7,1,0,1,2,3,17,1,26,13,6,0,1,28,1,2,1,0,0,0,29
2015-05,COLIMA,6,0,0,0,1,0,2,4,5,0,0,4,0,1,12,0,3,2,0,1,0,7,0,3,1,0,0,0,12
2015-05,CHIAPAS,7,3,4,0,7,1,3,1,21,11,1,10,3,11,28,7,34,11,2,54,0,22,30,17,3,0,0,0,11
2015-05,CHIHUAHUA,8,0,3,0,5,1,17,7,15,2,0,2,3,5,39,0,18,35,4,1,0,51,4,16,2,0,2,6,10
2015-05,DISTRITO FEDERAL,9,3,2,0,6,0,13,28,58,2,5,19,6,201,278,3,134,60,37,2,3,62,0,6,4,0,6,177,52
2015-05,DURANGO,10,3,0,0,0,0,5,2,14,2,3,1,2,2,14,0,15,2,1,0,0,15,0,0,0,0,0,0,9
2015-05,GUANAJUATO,11,0,1,0,7,0,19,3,4,1,0,2,2,9,180,1,45,11,4,14,2,93,0,9,3,0,1,1,21
2015-05,GUERRERO,12,1,2,0,9,0,4,11,17,2,3,4,0,6,20,4,12,2,0,0,1,58,0,1,0,0,7,0,9
2015-05,HIDALGO,13,1,0,0,0,0,0,1,1,4,0,1,0,3,69,2,13,7,1,7,0,12,0,0,2,0,3,0,6
2015-05,JALISCO,14,0,0,0,2,0,90,3,14,5,4,14,1,13,123,6,19,11,37,0,4,124,0,1,1,0,11,23,64
2015-05,MÉXICO,15,0,2,0,6,0,11,5,13,8,0,9,3,45,228,7,49,28,37,8,0,97,6,5,0,0,10,10,31
2015-05,MICHOACÁN,16,3,7,0,5,0,30,26,32,11,1,7,3,2,41,2,30,13,2,0,0,70,0,10,0,0,3,1,12
2015-05,MORELOS,17,0,0,0,1,0,1,0,4,1,0,2,1,8,14,1,8,1,0,0,0,23,0,6,2,0,0,1,13
2015-05,NAYARIT,18,5,1,0,0,0,2,1,7,3,18,2,0,3,1,0,10,6,0,0,0,5,0,4,0,0,0,0,6
2015-05,NUEVO LEÓN,19,0,7,0,0,0,9,0,29,1,0,6,0,10,37,2,19,20,17,0,0,36,3,18,0,0,2,9,6
2015-05,OAXACA,20,1,2,0,1,0,0,3,11,4,3,15,0,4,48,6,17,3,0,33,2,68,9,16,0,0,1,1,18
2015-05,PUEBLA,21,2,1,0,0,0,3,2,4,0,1,45,3,9,187,0,14,6,2,8,0,43,2,6,0,0,0,4,8
2015-05,QUERÉTARO,22,1,2,0,0,0,1,2,4,1,0,6,2,9,33,3,10,4,9,2,1,14,0,4,1,0,0,21,2
2015-05,QUINTANA ROO,23,0,0,0,0,0,0,5,7,17,0,14,0,5,20,1,7,4,0,0,0,3,0,5,1,0,1,1,5
2015-05,SAN LUIS POTOSÍ,24,2,12,0,0,0,3,0,3,1,0,0,0,3,21,0,5,0,0,0,0,36,8,1,2,0,1,1,7
2015-05,SINALOA,25,14,11,0,1,0,22,5,9,3,2,1,1,1,58,2,14,5,1,2,0,66,0,12,1,0,4,0,12
2015-05,SONORA,26,6,15,1,4,0,41,34,9,2,1,30,0,3,40,4,26,39,1,1,0,89,11,31,19,0,2,1,20
2015-05,TABASCO,27,0,2,0,1,0,0,0,3,2,0,3,0,5,32,2,13,1,0,0,0,9,5,5,0,0,0,0,7
2015-05,TAMAULIPAS,28,0,1,0,4,0,71,0,20,3,6,5,0,6,88,0,38,5,0,0,3,153,7,0,0,0,17,4,38
2015-05,TLAXCALA,29,0,0,0,0,0,0,1,5,1,1,2,0,2,18,1,7,2,0,3,0,8,2,0,1,0,0,0,8
2015-05,VERACRUZ,30,0,0,0,1,0,2,2,16,4,0,20,0,8,122,9,68,11,1,12,1,35,12,17,5,0,1,2,25
2015-05,YUCATÁN,31,0,1,0,0,0,2,0,7,4,1,7,1,2,13,0,0,1,2,5,0,0,1,1,0,0,0,0,1
2015-05,ZACATECAS,32,1,0,0,0,0,0,1,5,0,1,3,4,2,4,1,9,3,1,2,0,12,0,2,0,0,0,0,29
2015-05,EXTRANJERO,33,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4
2015-06,AGUASCALIENTES,1,0,0,0,0,0,5,6,2,0,0,11,1,11,10,0,14,7,6,0,8,9,0,6,0,1,4,4,21
2015-06,BAJA CALIFORNIA,2,1,2,0,38,0,52,2,11,9,2,6,1,27,73,0,12,35,6,0,0,100,8,59,0,0,0,9,42
2015-06,BAJA CALIFORNIA SUR,3,5,0,0,6,0,5,4,4,4,0,7,3,0,4,1,10,5,0,0,0,5,0,0,1,0,2,0,2
2015-06,CAMPECHE,4,1,0,0,2,0,0,2,2,7,0,6,1,4,11,2,16,1,0,3,0,5,1,1,0,0,0,0,2
2015-06,COAHUILA,5,2,1,0,1,1,1,2,8,0,1,9,0,4,22,0,46,10,7,0,0,23,4,1,0,0,0,0,23
2015-06,COLIMA,6,2,0,0,0,0,3,3,7,0,0,9,0,2,18,0,4,1,9,0,1,15,0,2,1,0,1,0,3
2015-06,CHIAPAS,7,2,5,0,3,0,1,1,50,10,0,46,2,12,31,6,67,12,4,17,1,25,12,14,2,0,0,0,11
2015-06,CHIHUAHUA,8,2,3,1,5,0,16,5,27,3,4,7,1,11,22,2,30,23,0,4,1,49,4,9,0,0,0,7,20
2015-06,DISTRITO FEDERAL,9,0,0,2,3,0,10,25,49,1,6,50,21,245,328,2,187,51,75,1,0,79,0,12,3,0,15,166,55
2015-06,DURANGO,10,2,0,0,1,0,5,0,6,3,5,16,0,6,17,0,8,4,0,1,0,21,0,0,0,0,0,1,10
2015-06,GUANAJUATO,11,2,2,0,2,0,18,2,9,1,0,6,1,6,174,1,42,8,9,8,0,67,0,6,1,0,1,4,29
2015-06,GUERRERO,12,0,3,0,7,0,6,5,24,3,4,11,1,7,15,3,21,2,0,0,0,56,0,0,0,0,13,0,10
2015-06,HIDALGO,13,0,0,0,2,0,3,2,3,6,0,4,1,2,69,3,14,3,1,7,0,21,4,0,0,0,1,0,5
2015-06,JALISCO,14,0,1,0,0,0,71,4,23,6,4,21,2,46,163,1,17,21,36,0,0,110,1,0,1,1,10,18,61
2015-06,MÉXICO,15,1,1,0,6,1,9,2,5,7,0,23,1,21,245,5,57,9,42,17,0,89,2,5,3,0,9,15,47
2015-06,MICHOACÁN,16,1,1,0,4,0,12,19,27,9,1,12,1,2,42,7,50,6,1,2,1,55,0,5,0,0,1,1,18
2015-06,MORELOS,17,0,1,0,0,0,4,1,8,1,0,2,0,5,20,3,23,4,0,1,1,23,0,2,4,0,2,0,17
2015-06,NAYARIT,18,0,2,0,0,0,1,3,8,3,4,2,0,6,8,0,11,2,0,2,1,12,1,0,1,0,0,0,7
2015-06,NUEVO LEÓN,19,1,11,0,2,0,10,1,29,1,1,11,0,7,36,1,17,15,28,0,0,38,5,13,2,0,1,6,6
2015-06,OAXACA,20,1,4,1,4,1,4,1,21,4,1,32,0,9,55,8,35,2,0,16,0,44,8,10,0,0,0,7,6
2015-06,PUEBLA,21,14,0,0,0,0,1,5,48,3,1,38,3,12,198,0,40,14,3,5,0,59,5,11,2,0,2,4,28
2015-06,QUERÉTARO,22,0,9,0,0,0,1,0,4,0,0,5,1,4,50,1,12,2,12,2,0,13,0,0,0,0,1,42,3
2015-06,QUINTANA ROO,23,0,1,0,2,0,0,8,5,8,0,10,3,6,26,0,3,6,4,0,0,6,1,0,0,0,2,1,4
2015-06,SAN LUIS POTOSÍ,24,0,22,0,0,0,0,0,11,2,1,2,2,4,32,0,11,1,1,0,0,24,6,3,0,0,0,1,5
2015-06,SINALOA,25,11,8,0,10,0,29,8,4,5,2,9,0,6,58,2,11,7,1,3,1,71,0,14,0,0,5,0,27
2015-06,SONORA,26,6,8,0,4,0,38,36,18,3,1,76,0,3,39,4,45,34,4,0,0,71,7,35,9,1,0,1,8
2015-06,TABASCO,27,0,0,0,1,0,0,0,10,0,0,5,0,2,49,0,33,7,2,2,0,10,12,7,0,0,1,0,6
2015-06,TAMAULIPAS,28,0,0,0,2,0,71,0,22,4,12,18,5,1,157,0,58,13,0,0,3,134,6,0,0,0,15,1,62
2015-06,TLAXCALA,29,0,0,0,0,0,0,0,12,1,0,4,1,3,28,0,1,4,1,0,0,7,0,1,0,0,0,0,8
2015-06,VERACRUZ,30,0,0,0,0,0,1,3,23,9,1,39,0,7,143,20,58,11,0,16,0,26,2,7,7,0,3,0,34
2015-06,YUCATÁN,31,0,1,0,0,0,1,1,12,16,2,20,2,8,19,0,5,7,1,2,0,0,0,1,0,0,0,1,6
2015-06,ZACATECAS,32,1,4,0,0,0,2,1,6,8,0,3,4,7,24,1,17,5,1,2,0,10,0,3,0,0,1,0,9
2015-06,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1,7
2015-07,AGUASCALIENTES,1,0,0,0,0,0,9,4,0,0,0,2,0,11,7,0,13,7,6,0,10,16,1,4,0,0,0,5,16
2015-07,BAJA CALIFORNIA,2,0,4,0,10,0,89,4,9,5,2,1,4,32,71,3,23,22,4,0,0,114,11,61,1,0,0,6,40
2015-07,BAJA CALIFORNIA SUR,3,4,0,0,4,0,10,1,6,4,0,0,1,1,8,0,5,2,1,0,0,5,0,0,0,0,0,0,4
2015-07,CAMPECHE,4,0,1,0,0,0,0,1,5,6,0,0,0,2,16,3,13,2,6,0,0,5,0,4,1,0,0,0,10
2015-07,COAHUILA,5,1,1,0,1,0,4,0,1,0,1,1,1,6,15,0,23,14,3,1,1,23,6,1,0,0,4,2,51
2015-07,COLIMA,6,0,0,0,0,1,2,5,11,1,0,1,1,2,8,0,3,4,5,0,0,4,0,4,2,1,0,2,6
2015-07,CHIAPAS,7,1,4,0,2,0,0,3,9,6,2,91,2,5,12,4,27,14,6,7,0,21,12,7,0,0,0,1,24
2015-07,CHIHUAHUA,8,2,1,1,4,0,18,2,34,2,1,3,2,3,34,4,21,14,2,0,0,59,2,10,1,0,1,8,5
2015-07,DISTRITO FEDERAL,9,1,0,0,4,0,12,39,73,1,9,15,6,188,378,2,188,85,47,3,0,65,2,14,4,0,16,166,95
2015-07,DURANGO,10,1,0,0,0,0,2,1,37,4,6,2,2,9,25,4,17,4,1,0,0,23,0,2,0,0,2,3,9
2015-07,GUANAJUATO,11,2,0,0,10,2,23,3,6,0,1,3,0,13,229,4,39,6,14,15,11,65,0,14,4,0,4,5,23
2015-07,GUERRERO,12,1,0,0,4,0,9,2,18,16,1,4,0,5,21,1,26,0,0,0,0,68,0,1,0,0,6,1,5
2015-07,HIDALGO,13,0,0,0,2,0,0,0,2,6,0,0,0,7,64,6,9,5,0,6,0,16,1,1,0,0,0,2,8
2015-07,JALISCO,14,0,1,0,5,0,63,14,19,8,4,3,0,37,145,1,27,22,19,0,0,98,1,1,3,0,10,14,81
2015-07,MÉXICO,15,0,0,0,1,0,1,6,13,4,1,3,2,19,199,9,47,12,18,9,1,91,4,5,2,0,11,9,60
2015-07,MICHOACÁN,16,4,4,0,1,0,20,13,46,18,1,1,4,6,38,5,50,17,15,2,4,58,0,5,2,0,4,0,22
2015-07,MORELOS,17,1,0,0,0,0,5,2,10,1,2,1,1,12,23,5,16,2,0,1,0,37,0,3,4,0,1,0,23
2015-07,NAYARIT,18,1,0,0,0,0,3,2,1,3,6,1,0,1,5,0,4,4,0,7,0,1,1,1,0,0,0,0,8
2015-07,NUEVO LEÓN,19,0,5,0,0,0,9,0,20,2,0,1,0,7,28,0,9,20,15,0,0,48,9,20,1,0,1,4,14
2015-07,OAXACA,20,0,2,0,3,0,4,1,12,4,6,4,1,7,82,1,16,4,1,20,1,64,10,8,1,0,1,7,4
2015-07,PUEBLA,21,5,0,0,2,0,2,8,7,2,1,4,2,7,131,0,7,11,4,16,1,43,1,2,0,0,1,2,9
2015-07,QUERÉTARO,22,1,1,0,2,0,0,3,6,2,0,2,0,12,71,2,14,6,11,1,0,16,0,0,0,0,0,43,6
2015-07,QUINTANA ROO,23,0,1,0,0,0,0,6,0,8,1,40,1,7,15,0,6,8,1,0,0,6,1,0,1,0,3,1,7
2015-07,SAN LUIS POTOSÍ,24,0,14,1,3,0,0,2,5,7,0,2,1,3,30,0,10,6,4,6,1,37,11,2,4,0,1,0,11
2015-07,SINALOA,25,4,4,0,1,0,30,5,7,6,2,0,0,4,43,0,57,8,1,8,0,75,1,18,1,0,5,2,19
2015-07,SONORA,26,2,5,1,2,0,42,16,6,4,0,11,1,8,44,1,31,42,2,1,1,76,8,28,12,0,5,3,18
2015-07,TABASCO,27,0,0,0,0,0,0,0,10,1,0,6,0,5,35,0,37,3,0,0,0,6,6,7,1,0,4,0,7
2015-07,TAMAULIPAS,28,0,0,0,4,0,57,0,30,1,13,1,0,3,126,2,52,12,1,0,0,138,11,0,0,0,12,1,49
2015-07,TLAXCALA,29,0,0,0,0,0,0,1,7,0,0,0,0,3,20,0,9,1,2,6,0,6,0,3,4,0,1,0,4
2015-07,VERACRUZ,30,0,0,0,1,0,1,1,5,3,1,37,1,8,163,25,56,7,3,18,2,31,6,13,8,0,1,1,29
2015-07,YUCATÁN,31,0,3,0,0,0,0,0,8,11,2,5,1,3,9,0,7,0,5,2,0,2,1,4,0,0,0,0,8
2015-07,ZACATECAS,32,2,1,1,1,0,0,0,1,0,1,1,6,4,11,2,9,2,0,5,0,9,1,0,0,0,2,2,21
2015-07,EXTRANJERO,33,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,1,2
2015-08,AGUASCALIENTES,1,0,0,0,0,0,9,5,1,0,0,0,1,12,10,1,11,6,1,0,1,11,0,3,0,0,1,10,14
2015-08,BAJA CALIFORNIA,2,2,9,0,25,0,48,5,6,9,1,0,9,23,95,0,12,18,2,0,0,89,6,48,2,0,2,10,30
2015-08,BAJA CALIFORNIA SUR,3,0,0,0,0,0,0,0,8,2,0,1,0,1,6,0,7,1,0,3,0,3,0,0,1,0,0,0,1
2015-08,CAMPECHE,4,0,3,0,0,0,0,2,0,8,0,0,0,2,11,0,14,1,1,2,0,4,0,3,1,0,0,0,4
2015-08,COAHUILA,5,8,3,0,2,1,0,2,5,0,0,1,0,9,27,0,18,12,1,1,0,19,8,3,0,0,0,0,32
2015-08,COLIMA,6,1,0,0,0,0,0,2,21,2,0,2,0,1,14,0,6,1,5,1,0,14,0,2,0,0,1,0,1
2015-08,CHIAPAS,7,0,5,0,4,0,3,0,1,7,1,34,4,10,18,0,27,11,0,7,0,13,14,10,0,0,0,1,19
2015-08,CHIHUAHUA,8,2,0,0,2,0,12,10,23,3,0,2,3,4,29,0,15,24,3,2,1,65,2,10,1,0,0,8,4
2015-08,DISTRITO FEDERAL,9,0,2,0,2,0,17,44,58,2,7,12,18,108,357,8,131,51,35,3,0,85,1,10,0,2,11,189,68
2015-08,DURANGO,10,2,0,0,0,0,2,2,8,2,0,0,0,1,13,0,10,4,0,1,0,15,0,0,1,0,0,1,8
2015-08,GUANAJUATO,11,0,0,0,3,0,19,0,3,0,1,0,1,5,174,2,19,6,8,4,0,71,0,3,0,0,0,3,11
2015-08,GUERRERO,12,0,0,0,3,0,10,24,13,5,1,4,1,5,24,10,15,3,0,0,0,41,0,0,0,0,10,1,9
2015-08,HIDALGO,13,0,0,0,2,0,0,0,2,5,0,1,2,6,62,0,18,6,0,7,0,15,0,0,0,0,5,0,3
2015-08,JALISCO,14,8,12,0,4,1,52,15,12,11,0,2,4,15,144,5,40,19,18,6,3,105,0,6,3,0,4,16,42
2015-08,MÉXICO,15,0,1,0,3,0,3,5,16,10,0,9,1,19,179,2,51,17,28,4,0,74,2,4,2,0,9,8,40
2015-08,MICHOACÁN,16,4,1,0,4,0,22,21,21,10,2,3,1,13,40,3,31,13,4,1,4,70,0,3,0,1,3,1,16
2015-08,MORELOS,17,0,0,0,1,0,2,0,3,3,0,1,0,5,24,2,14,0,0,2,0,35,0,5,2,0,2,1,17
2015-08,NAYARIT,18,1,0,0,0,0,2,1,8,6,15,0,0,3,7,0,12,5,0,0,0,10,0,0,0,0,0,2,11
2015-08,NUEVO LEÓN,19,0,12,0,1,0,10,1,20,0,0,3,0,7,39,1,20,24,13,2,0,45,5,15,2,0,1,3,12
2015-08,OAXACA,20,1,4,1,1,0,3,2,17,12,2,16,0,10,31,0,15,1,1,24,2,42,16,7,0,0,0,0,5
2015-08,PUEBLA,21,4,0,1,0,0,0,4,5,3,1,2,4,6,190,2,9,7,3,13,0,49,1,1,0,0,0,0,26
2015-08,QUERÉTARO,22,0,4,1,2,0,1,0,2,0,0,0,2,6,56,0,10,1,4,0,0,20,0,2,0,0,2,16,5
2015-08,QUINTANA ROO,23,0,0,0,0,0,0,11,3,16,0,7,1,6,24,0,6,9,1,0,0,9,1,1,0,3,0,1,3
2015-08,SAN LUIS POTOSÍ,24,1,4,0,1,0,4,0,3,0,0,0,3,5,12,1,3,1,1,4,0,23,2,0,0,0,0,0,3
2015-08,SINALOA,25,5,4,1,0,0,17,9,17,13,2,0,1,6,46,2,10,13,1,2,0,80,1,5,2,1,6,0,24
2015-08,SONORA,26,2,10,0,2,0,36,6,8,4,1,3,1,5,39,2,27,33,3,1,0,61,8,28,7,0,0,0,16
2015-08,TABASCO,27,1,0,0,0,0,0,0,5,1,0,1,1,1,26,0,12,5,0,1,1,7,5,8,0,1,6,0,5
2015-08,TAMAULIPAS,28,0,1,0,9,0,76,0,31,3,9,0,1,2,125,0,43,10,0,0,0,135,11,0,0,0,15,1,36
2015-08,TLAXCALA,29,0,0,0,0,0,1,1,3,0,0,0,3,1,25,0,2,1,3,9,0,14,0,1,1,0,0,0,2
2015-08,VERACRUZ,30,0,0,1,1,1,0,2,11,3,0,24,0,7,151,12,57,14,1,18,1,25,8,11,2,0,3,0,32
2015-08,YUCATÁN,31,0,3,0,0,0,2,0,5,9,1,2,2,0,24,0,4,3,1,4,0,3,1,0,1,0,0,0,5
2015-08,ZACATECAS,32,3,2,0,0,0,1,0,1,0,0,0,4,0,12,2,8,4,1,3,0,11,0,2,0,0,1,0,7
2015-08,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,2
2015-09,AGUASCALIENTES,1,0,0,0,0,0,6,3,1,0,0,0,1,3,5,0,2,5,4,0,7,7,0,0,2,0,0,7,18
2015-09,BAJA CALIFORNIA,2,0,7,0,12,0,77,11,6,9,2,0,4,37,86,3,14,10,5,1,0,98,3,60,1,0,1,7,38
2015-09,BAJA CALIFORNIA SUR,3,0,0,0,0,0,0,0,3,1,0,0,1,3,8,1,7,5,0,2,0,5,0,0,0,0,0,0,0
2015-09,CAMPECHE,4,0,1,0,0,0,1,0,6,9,0,0,2,1,19,1,7,4,0,5,0,3,1,1,0,0,0,0,2
2015-09,COAHUILA,5,1,3,0,2,4,2,0,7,0,0,0,1,9,33,0,23,9,0,2,0,16,16,0,0,0,0,0,37
2015-09,COLIMA,6,2,0,0,0,0,1,3,14,5,1,0,0,0,8,0,7,3,2,0,0,10,0,2,1,0,1,0,3
2015-09,CHIAPAS,7,0,3,1,5,0,2,7,13,7,0,3,3,9,20,2,35,8,6,10,1,18,23,4,2,0,0,0,11
2015-09,CHIHUAHUA,8,1,4,0,1,0,14,2,37,1,2,0,0,16,34,0,19,25,2,2,0,68,1,8,1,0,0,11,9
2015-09,DISTRITO FEDERAL,9,2,6,0,1,0,11,14,62,3,7,7,10,155,274,6,113,56,35,3,2,110,0,12,0,2,12,166,60
2015-09,DURANGO,10,2,0,0,0,0,1,0,7,1,2,0,0,0,21,0,10,7,1,0,0,15,1,0,0,0,1,0,5
2015-09,GUANAJUATO,11,2,3,1,2,0,12,1,8,0,0,0,2,11,175,1,12,2,4,9,0,59,0,3,0,0,0,2,4
2015-09,GUERRERO,12,0,7,0,2,0,8,14,19,15,3,0,0,6,48,14,29,6,2,0,0,58,0,0,0,2,10,1,8
2015-09,HIDALGO,13,0,0,0,2,0,2,2,2,7,0,5,0,6,80,0,13,5,0,6,0,20,1,0,0,0,0,0,6
2015-09,JALISCO,14,5,7,1,3,0,30,12,10,13,1,2,5,13,142,4,39,26,24,1,0,102,0,10,2,2,6,13,60
2015-09,MÉXICO,15,1,0,0,1,0,2,7,38,12,1,19,8,64,493,23,109,35,22,21,3,97,3,6,5,1,6,28,106
2015-09,MICHOACÁN,16,1,1,0,7,0,31,21,29,13,2,2,7,8,49,1,28,11,0,2,0,69,0,17,0,0,1,2,19
2015-09,MORELOS,17,0,1,0,2,0,2,2,13,4,0,0,0,7,13,3,11,2,0,12,0,17,1,1,4,0,2,0,12
2015-09,NAYARIT,18,2,0,0,0,0,1,2,5,1,9,0,0,1,8,0,2,1,0,2,0,8,2,0,0,0,0,0,3
2015-09,NUEVO LEÓN,19,0,2,0,1,0,5,0,25,5,0,3,3,1,19,2,9,22,9,0,0,30,7,10,1,0,3,2,13
2015-09,OAXACA,20,5,5,0,2,0,2,5,9,4,2,2,0,9,55,0,27,2,1,21,0,50,6,4,1,0,0,0,6
2015-09,PUEBLA,21,4,0,0,1,0,1,2,3,3,1,0,1,10,179,0,12,4,1,14,0,37,4,0,1,0,1,0,22
