Fecha,DELEGACI‡N,Clave INEGI AGEE,Delitos contra la salud_ Producci¢n,Delitos contra la salud_Transporte,Delitos contra la salud_Tr†fico,Delitos contra la salud_Comercio,Delitos contra la salud_Suministro,Delitos contra la salud_Posesi¢n,Delitos contra la salud_Otros,Delitos diversos_Instituciones de banca y crÇdito,Delitos diversos_Fiscales,Delitos diversos_Patrimoniales,Delitos diversos_Ambientales,Delitos diversos_Propiedad intelectual e industrial,Delitos diversos_Servidor p£blico,Delitos diversos_LFAFyE,Delitos diversos_Asociaci¢n delictuosa,Delitos diversos_Robo en carretera,Delitos diversos_Ley general de poblaci¢n,Delitos diversos_Ataques a las v°as generales de comunicaci¢n,Delitos diversos_Culposos por transito de veh°culos,Delitos diversos_Otras leyes especiales,Delitos diversos_LFCDO,Delitos diversos_Delitos electorales,Delitos diversos_Otros
2002-09,BAJA CALIFORNIA,02,0,0,0,0,0,268,0,0,20,35,2,5,0,197,0,0,39,3,0,0,0,0,43
2002-09,BAJA CALIFORNIA SUR,03,0,0,0,0,0,30,10,0,1,100,0,0,13,4,0,0,0,2,0,0,0,0,8
2002-09,CAMPECHE,04,0,5,0,0,2,2,0,0,0,8,1,4,0,6,0,0,2,1,2,0,0,0,3
2002-09,COAHUILA,05,0,0,0,7,0,16,6,0,5,0,0,0,5,17,0,0,1,7,0,0,0,0,23
2002-09,COLIMA,06,1,0,0,0,0,7,5,0,2,0,7,5,0,11,0,0,0,0,0,0,0,1,16
2002-09,CHIAPAS,07,3,3,0,3,3,15,6,4,0,9,3,0,0,38,0,0,24,8,0,0,0,2,36
2002-09,CHIHUAHUA,08,5,3,1,5,1,96,38,0,21,2,2,0,1,64,0,0,4,7,0,1,0,2,54
2002-09,DISTRITO FEDERAL,09,0,0,0,3,3,62,1,17,5,282,0,8,11,155,0,0,5,3,4,7,33,12,280
2002-09,DURANGO,10,4,1,0,6,0,19,1,0,1,5,1,0,9,21,0,4,0,3,0,4,0,0,6
2002-09,GUANAJUATO,11,0,0,0,2,0,65,0,1,2,10,1,1,0,50,0,0,1,5,2,0,0,0,58
2002-09,GUERRERO,12,1,3,0,0,0,13,8,0,4,13,9,2,2,18,0,0,0,6,0,0,0,1,13
2002-09,HIDALGO,13,0,0,0,1,0,8,3,0,0,16,4,1,6,14,0,0,0,18,6,0,0,0,22
2002-09,JALISCO,14,18,1,1,25,1,111,26,6,23,52,9,10,3,93,0,1,0,7,34,5,0,6,96
2002-09,MêXICO,15,0,0,0,7,8,73,0,0,0,48,4,13,4,86,0,0,1,0,1,7,0,1,44
2002-09,MICHOACµN,16,6,2,3,6,0,61,6,0,4,2,3,0,0,57,0,0,0,5,2,2,0,1,21
2002-09,MORELOS,17,0,2,0,13,0,32,1,0,1,3,2,4,9,27,0,0,2,6,1,12,0,0,16
2002-09,NAYARIT,18,0,0,0,2,0,14,6,0,0,0,9,0,0,13,0,0,0,3,0,0,0,0,15
2002-09,NUEVO LE‡N,19,0,1,0,1,0,52,0,0,13,0,0,4,4,17,0,0,0,2,0,0,0,0,40
2002-09,OAXACA,20,2,0,0,2,0,4,29,1,0,1,13,0,7,55,0,0,1,17,0,0,0,0,85
2002-09,PUEBLA,21,0,0,0,3,0,15,6,0,6,18,9,0,3,41,0,0,2,8,3,2,0,0,36
2002-09,QUERêTARO,22,0,1,0,2,1,38,1,0,5,1,1,0,0,13,1,0,0,0,2,0,0,1,23
2002-09,QUINTANA ROO,23,0,0,2,0,0,14,2,0,0,3,0,4,0,6,0,0,0,1,0,0,0,2,16
2002-09,SAN LUIS POTOS÷,24,0,5,0,0,0,26,5,0,8,6,3,0,0,41,0,0,0,1,0,0,0,1,44
2002-09,SINALOA,25,0,2,0,1,2,58,5,0,1,5,5,0,2,47,0,0,0,2,0,0,0,0,57
2002-09,SONORA,26,0,20,0,9,0,196,0,0,34,7,1,2,2,67,0,0,20,5,0,4,0,0,73
2002-09,TABASCO,27,0,0,0,3,0,12,1,0,0,41,4,0,0,9,0,0,3,1,0,1,0,0,66
2002-09,TAMAULIPAS,28,0,0,0,0,0,53,0,0,26,22,9,1,4,43,0,0,14,10,2,2,0,2,215
2002-09,TLAXCALA,29,0,0,0,0,0,3,0,0,1,1,0,0,3,5,0,0,1,1,2,1,0,0,3
2002-09,VERACRUZ,30,1,1,0,3,0,37,1,0,3,32,8,14,16,46,0,0,4,11,0,4,0,1,13
2002-09,YUCATµN,31,0,0,0,0,0,11,0,0,4,6,3,0,0,2,0,0,1,2,7,4,0,2,4
2002-09,ZACATECAS,32,2,0,0,6,0,4,1,1,1,5,0,1,0,20,0,0,1,7,1,1,0,0,4
2002-10,AGUASCALIENTES,01,0,0,0,0,0,18,0,6,1,4,3,0,0,3,0,0,0,0,0,0,0,1,11
2002-10,BAJA CALIFORNIA,02,0,0,0,0,0,304,0,0,25,42,9,2,10,237,0,0,32,2,0,0,0,1,65
2002-10,BAJA CALIFORNIA SUR,03,1,0,0,0,0,4,12,0,0,29,4,0,3,0,0,0,0,6,0,0,0,0,7
2002-10,CAMPECHE,04,0,3,4,11,1,8,3,0,0,19,8,0,0,8,0,0,0,2,3,2,0,0,7
2002-10,COAHUILA,05,0,3,0,4,2,24,2,0,5,2,0,0,0,13,0,0,1,1,0,0,0,0,25
2002-10,COLIMA,06,0,0,0,0,0,13,4,0,0,0,4,1,0,14,0,0,0,1,0,0,0,0,14
2002-10,CHIAPAS,07,3,2,3,4,1,10,8,1,5,9,6,0,0,35,0,0,29,5,1,0,0,6,39
2002-10,CHIHUAHUA,08,14,19,2,9,1,86,38,2,13,5,1,0,1,49,0,0,1,10,0,1,0,1,123
2002-10,DISTRITO FEDERAL,09,0,1,0,1,1,62,0,13,7,316,0,7,18,145,0,1,2,2,1,6,54,7,249
2002-10,DURANGO,10,3,1,0,14,0,18,6,0,3,6,7,9,7,20,0,1,0,3,0,6,0,0,13
2002-10,GUANAJUATO,11,0,0,0,13,2,79,1,0,2,12,1,1,1,71,0,0,0,6,0,0,0,2,55
2002-10,GUERRERO,12,0,1,0,2,0,25,2,6,0,9,37,2,2,42,0,0,0,15,0,0,0,6,26
2002-10,HIDALGO,13,0,0,0,1,1,8,1,2,1,7,2,0,1,14,0,0,2,8,7,0,0,0,9
2002-10,JALISCO,14,26,2,0,20,5,120,56,2,12,22,12,8,3,82,0,1,0,5,11,5,0,5,57
2002-10,MêXICO,15,0,0,0,4,4,55,0,0,5,106,3,12,5,99,0,0,0,2,0,27,0,2,64
2002-10,MICHOACµN,16,3,3,2,2,0,69,8,0,0,4,0,0,2,78,0,0,0,4,2,3,0,0,29
2002-10,MORELOS,17,4,0,0,10,0,62,1,0,1,6,8,0,2,35,0,0,0,5,1,2,0,1,15
2002-10,NAYARIT,18,0,2,0,1,0,8,14,0,1,0,17,2,0,50,0,0,0,4,0,0,0,0,10
2002-10,NUEVO LE‡N,19,0,0,0,4,0,64,0,0,6,1,0,13,39,15,0,0,0,0,0,0,0,0,64
2002-10,OAXACA,20,6,0,4,1,1,8,40,1,1,0,9,1,18,43,1,0,8,27,0,0,0,0,90
2002-10,PUEBLA,21,0,0,0,9,1,18,2,0,3,12,9,5,2,30,0,0,0,8,13,5,0,0,23
2002-10,QUERêTARO,22,0,0,0,5,0,20,3,1,0,0,1,0,1,21,0,0,0,0,1,4,0,2,16
2002-10,QUINTANA ROO,23,0,0,4,2,0,19,23,1,0,3,0,0,0,7,0,0,2,1,1,0,0,0,23
2002-10,SAN LUIS POTOS÷,24,0,4,0,2,0,17,5,0,1,18,0,0,0,27,0,0,1,5,0,6,0,0,22
2002-10,SINALOA,25,0,4,0,3,1,71,5,1,0,6,4,2,2,51,0,0,0,4,1,0,0,0,63
2002-10,SONORA,26,2,39,2,13,4,261,6,0,43,17,1,2,4,75,0,0,20,5,4,0,0,0,78
2002-10,TABASCO,27,0,1,0,10,0,15,0,0,0,29,2,1,0,8,0,0,11,11,2,20,0,1,27
2002-10,TAMAULIPAS,28,0,4,0,2,1,44,1,0,19,3,0,0,6,21,0,0,6,2,0,0,0,0,150
2002-10,TLAXCALA,29,0,0,0,0,0,5,0,0,1,2,1,0,4,9,0,0,2,3,3,0,0,1,6
2002-10,VERACRUZ,30,0,0,0,4,2,41,3,0,8,48,5,7,14,45,0,0,6,10,0,10,0,0,20
2002-10,YUCATµN,31,0,0,0,0,0,28,3,0,3,14,0,0,0,6,0,0,1,5,13,14,0,0,13
2002-10,ZACATECAS,32,0,2,0,2,1,8,2,0,0,1,0,2,0,21,0,0,0,2,2,3,0,0,7
2002-11,AGUASCALIENTES,01,0,0,0,0,0,16,0,0,3,2,0,0,5,4,0,0,0,1,1,0,0,0,5
2002-11,BAJA CALIFORNIA,02,0,0,0,0,0,291,0,0,37,123,6,1,2,210,0,0,34,2,0,0,0,0,211
2002-11,BAJA CALIFORNIA SUR,03,0,4,0,0,0,22,5,0,0,9,2,0,0,13,0,0,0,0,0,0,0,0,4
2002-11,CAMPECHE,04,0,0,0,3,2,2,2,0,0,7,6,0,0,11,0,0,3,0,0,0,0,1,0
2002-11,COAHUILA,05,0,2,0,10,4,37,5,1,12,4,2,2,9,22,0,0,1,14,1,0,0,1,24
2002-11,COLIMA,06,0,0,0,0,0,16,4,0,0,0,2,10,0,20,0,0,0,2,0,0,0,0,15
2002-11,CHIAPAS,07,3,2,0,4,0,14,9,3,9,12,4,2,0,26,0,1,19,5,1,0,0,2,34
2002-11,CHIHUAHUA,08,7,23,1,4,0,91,101,0,8,2,4,0,0,56,0,0,3,6,0,0,0,0,155
2002-11,DISTRITO FEDERAL,09,0,2,0,2,2,77,2,0,8,274,0,8,5,156,0,0,7,5,2,9,75,14,283
2002-11,DURANGO,10,0,5,0,4,0,27,7,3,0,4,23,0,5,23,0,1,0,3,0,8,0,0,12
2002-11,GUANAJUATO,11,0,1,1,7,0,40,1,1,4,0,0,0,0,50,0,0,0,7,0,0,0,0,30
2002-11,GUERRERO,12,0,5,0,2,2,22,5,0,4,11,17,0,3,29,0,0,0,15,0,0,0,1,27
2002-11,HIDALGO,13,0,0,0,0,0,4,3,1,1,9,2,0,2,21,0,0,1,8,3,0,0,2,4
2002-11,JALISCO,14,24,1,0,11,2,130,29,3,13,29,34,10,3,109,0,0,1,14,25,3,0,1,73
2002-11,MêXICO,15,0,0,0,2,18,65,1,0,1,39,3,21,3,75,0,0,0,0,1,9,0,2,62
2002-11,MICHOACµN,16,0,1,1,1,1,53,10,0,0,2,5,1,2,59,0,0,0,7,3,1,0,0,44
2002-11,MORELOS,17,0,3,0,4,3,61,1,0,0,15,8,0,13,27,0,0,1,6,0,4,0,1,15
2002-11,NAYARIT,18,0,1,0,0,0,7,11,0,2,0,42,4,2,32,0,0,0,10,0,0,0,2,12
2002-11,NUEVO LE‡N,19,0,0,0,0,0,83,0,0,8,1,0,4,23,1,0,0,0,0,0,0,0,1,88
2002-11,OAXACA,20,4,2,1,6,0,6,15,0,1,0,14,1,13,56,0,0,5,15,0,0,0,0,64
2002-11,PUEBLA,21,1,0,0,5,1,27,2,1,10,13,6,2,0,28,0,0,1,11,9,5,0,0,62
2002-11,QUERêTARO,22,0,1,0,0,0,16,0,0,8,8,6,1,0,11,0,0,0,4,1,2,0,1,27
2002-11,QUINTANA ROO,23,1,0,1,2,0,5,18,0,3,3,2,1,0,14,0,0,3,3,0,0,0,1,43
2002-11,SAN LUIS POTOS÷,24,0,1,0,0,0,9,2,0,0,4,0,0,0,19,0,0,0,0,0,0,0,1,33
2002-11,SINALOA,25,0,11,2,1,0,36,6,0,0,0,3,0,3,46,0,0,1,5,0,2,0,0,34
2002-11,SONORA,26,1,42,8,14,0,242,12,0,26,10,1,0,5,44,0,0,7,6,2,0,0,3,53
2002-11,TABASCO,27,0,0,1,3,0,16,0,0,0,18,0,0,2,4,0,0,5,4,0,9,0,1,15
2002-11,TAMAULIPAS,28,1,3,2,2,0,48,1,0,11,3,1,0,5,40,0,0,10,6,1,0,0,0,97
2002-11,TLAXCALA,29,0,0,0,0,0,1,0,0,0,2,3,0,0,9,0,0,0,7,0,0,0,0,8
2002-11,VERACRUZ,30,0,0,0,4,2,26,7,4,4,29,13,6,13,48,0,0,5,14,0,4,0,1,19
2002-11,YUCATµN,31,0,0,0,0,0,13,0,0,2,6,6,1,0,4,0,0,0,1,8,2,0,0,6
2002-11,ZACATECAS,32,1,5,0,4,1,9,3,0,1,1,0,1,0,26,0,0,0,2,0,0,0,0,4
2002-12,AGUASCALIENTES,01,0,0,0,0,0,8,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,0,6
2002-12,BAJA CALIFORNIA,02,0,0,0,0,0,279,0,0,23,42,2,1,0,162,0,0,46,1,0,0,0,0,74
2002-12,BAJA CALIFORNIA SUR,03,0,2,0,0,0,13,2,0,0,3,1,1,0,11,0,0,0,0,0,0,0,0,12
2002-12,CAMPECHE,04,0,1,0,1,0,2,0,0,0,9,1,0,0,11,0,0,0,1,1,0,0,0,6
2002-12,COAHUILA,05,1,0,0,11,1,15,4,0,8,2,0,1,2,18,0,0,0,4,0,1,0,0,16
2002-12,COLIMA,06,0,0,0,0,0,8,2,0,1,0,1,3,0,11,0,0,0,1,0,0,0,0,3
2002-12,CHIAPAS,07,0,4,3,1,0,13,11,0,0,3,2,5,2,43,0,0,30,6,0,0,0,2,27
2002-12,CHIHUAHUA,08,4,21,0,0,0,47,22,0,33,2,4,0,0,23,0,0,0,0,0,3,0,1,61
2002-12,DISTRITO FEDERAL,09,0,4,0,0,5,567,0,5,15,304,0,42,3,167,0,0,16,5,1,8,45,6,167
2002-12,DURANGO,10,0,2,0,0,0,27,6,0,1,10,3,2,0,12,0,0,0,3,0,7,0,0,14
2002-12,GUANAJUATO,11,0,1,0,5,0,31,0,0,27,0,1,1,0,61,0,0,0,3,1,0,0,0,55
2002-12,GUERRERO,12,0,8,0,4,0,28,5,0,3,8,9,0,11,35,0,0,0,9,0,7,0,0,12
2002-12,HIDALGO,13,0,0,0,2,0,6,0,0,1,1,2,0,0,18,0,0,0,4,3,0,0,1,9
2002-12,JALISCO,14,5,1,0,19,2,131,11,2,8,28,19,14,0,97,0,1,0,3,18,8,0,3,53
2002-12,MêXICO,15,0,0,0,1,13,40,0,0,0,47,0,15,0,73,0,0,0,3,0,0,0,2,38
2002-12,MICHOACµN,16,0,3,1,2,0,42,1,0,9,2,4,1,0,40,0,0,0,3,0,0,0,0,35
2002-12,MORELOS,17,0,4,0,9,8,67,0,0,3,5,2,5,10,30,0,0,0,12,0,0,0,1,9
2002-12,NAYARIT,18,0,0,0,1,0,2,15,0,0,0,3,0,0,37,0,0,0,4,0,0,0,0,13
2002-12,NUEVO LE‡N,19,0,0,0,0,0,38,0,5,1,1,2,0,21,30,0,0,0,1,0,0,0,1,24
2002-12,OAXACA,20,2,0,0,4,0,10,28,1,1,0,7,3,15,65,0,0,1,14,0,0,0,0,46
2002-12,PUEBLA,21,0,1,0,1,0,15,0,0,1,14,3,2,0,36,0,0,0,9,12,6,0,1,39
2002-12,QUERêTARO,22,0,3,0,3,0,21,0,0,8,1,0,0,0,11,0,0,0,0,1,0,0,0,7
2002-12,QUINTANA ROO,23,0,0,3,0,0,6,18,0,1,1,1,0,0,5,0,0,2,0,1,1,0,2,52
2002-12,SAN LUIS POTOS÷,24,0,2,0,0,0,5,9,0,2,15,0,0,2,33,0,0,0,1,0,2,0,0,24
2002-12,SINALOA,25,0,3,0,1,2,43,4,0,1,2,2,0,2,45,0,0,0,3,5,0,0,1,55
2002-12,SONORA,26,0,51,3,18,0,204,9,0,24,10,1,0,3,45,0,0,10,6,0,7,0,1,37
2002-12,TABASCO,27,0,0,0,1,0,14,2,1,0,10,1,2,0,16,0,0,4,8,0,3,0,0,13
2002-12,TAMAULIPAS,28,0,0,0,0,4,36,1,0,3,10,1,1,0,33,0,0,4,1,0,0,0,3,98
2002-12,TLAXCALA,29,0,0,0,0,0,1,1,0,0,1,1,1,0,10,0,0,1,3,1,0,0,0,9
2002-12,VERACRUZ,30,0,0,0,3,0,23,2,0,0,14,3,2,3,58,0,0,5,6,0,0,0,0,5
2002-12,YUCATµN,31,0,0,0,0,0,23,0,1,1,4,2,1,0,4,0,0,0,2,4,7,0,3,6
2002-12,ZACATECAS,32,0,2,0,3,0,9,1,0,1,1,1,3,9,19,0,0,0,1,0,1,0,0,5
2003-01,AGUASCALIENTES,01,0,0,0,0,0,14,1,11,4,1,1,0,0,10,0,0,0,0,0,5,0,0,23
2003-01,BAJA CALIFORNIA,02,0,2,0,2,0,301,1,0,29,37,0,2,0,167,0,0,25,7,0,0,0,1,50
2003-01,BAJA CALIFORNIA SUR,03,0,1,0,2,0,29,3,0,1,24,2,0,8,10,0,0,0,0,0,0,0,0,4
2003-01,CAMPECHE,04,0,0,0,1,1,2,0,0,1,6,1,3,8,10,0,1,3,4,1,0,0,0,6
2003-01,COAHUILA,05,0,1,0,6,0,16,6,0,1,3,0,0,2,26,0,0,1,3,1,2,0,0,14
2003-01,COLIMA,06,0,1,0,2,0,12,1,0,1,0,2,6,0,10,0,0,0,0,0,0,0,0,6
2003-01,CHIAPAS,07,4,0,1,3,4,20,6,0,0,16,1,2,2,43,0,0,26,8,1,1,0,5,29
2003-01,CHIHUAHUA,08,9,16,0,5,1,80,104,0,7,1,9,0,0,47,0,0,6,4,0,0,0,0,144
2003-01,DISTRITO FEDERAL,09,0,0,0,0,5,363,0,0,3,265,1,3,3,198,0,0,11,1,6,5,31,20,305
2003-01,DURANGO,10,1,4,0,5,0,19,11,0,0,5,6,0,2,31,0,0,1,2,0,5,0,0,12
2003-01,GUANAJUATO,11,0,0,2,0,1,93,2,1,11,2,2,2,2,88,0,0,0,4,1,2,0,0,72
2003-01,GUERRERO,12,1,4,0,0,3,19,2,0,1,15,17,2,5,21,0,0,0,6,0,0,0,0,11
2003-01,HIDALGO,13,0,0,0,1,2,15,0,1,1,5,1,0,2,25,0,0,2,10,2,0,0,1,22
2003-01,JALISCO,14,6,3,0,15,3,140,30,1,7,26,3,5,0,145,0,1,0,7,19,12,0,2,88
2003-01,MêXICO,15,0,1,7,2,6,76,1,4,3,83,1,19,6,62,0,0,1,0,0,9,0,3,62
2003-01,MICHOACµN,16,2,0,1,0,1,38,13,0,0,5,1,0,2,57,0,0,0,8,0,2,0,0,22
2003-01,MORELOS,17,0,1,0,48,0,28,0,0,3,9,2,0,10,33,0,0,0,2,1,0,0,0,8
2003-01,NAYARIT,18,1,0,0,0,0,5,11,0,0,0,2,0,0,30,0,0,0,0,0,0,0,0,13
2003-01,NUEVO LE‡N,19,0,0,0,0,0,53,0,0,4,0,0,3,6,14,0,0,0,0,0,0,0,0,78
2003-01,OAXACA,20,1,0,0,2,0,7,19,0,0,0,4,0,3,51,0,0,5,6,0,0,0,2,29
2003-01,PUEBLA,21,0,0,0,2,0,12,0,0,4,12,1,0,11,53,0,0,1,3,8,4,0,1,39
2003-01,QUERêTARO,22,0,2,0,0,0,18,0,0,4,6,0,0,0,34,0,0,0,0,0,1,0,0,5
2003-01,QUINTANA ROO,23,0,0,2,1,0,15,7,0,3,0,1,0,0,3,0,0,2,0,0,0,0,0,16
2003-01,SAN LUIS POTOS÷,24,0,8,0,1,0,4,15,0,0,3,0,0,0,24,0,0,0,1,0,0,0,2,2
2003-01,SINALOA,25,1,6,0,3,1,49,2,0,0,1,1,0,4,47,0,0,0,3,0,1,0,0,55
2003-01,SONORA,26,1,33,4,20,0,231,14,0,32,10,0,3,5,57,0,0,11,2,1,0,0,2,47
2003-01,TABASCO,27,0,0,0,6,0,14,2,0,2,15,1,1,0,7,0,0,4,3,0,3,0,0,7
2003-01,TAMAULIPAS,28,0,3,0,4,1,50,0,2,7,0,5,0,3,34,0,0,1,5,0,0,0,0,101
2003-01,TLAXCALA,29,0,0,0,1,2,3,1,0,0,5,0,2,0,8,0,0,0,2,3,0,0,0,8
2003-01,VERACRUZ,30,0,2,0,0,0,24,4,0,8,35,12,7,13,94,0,0,11,14,0,31,0,1,20
2003-01,YUCATµN,31,0,0,0,0,0,19,0,0,1,1,1,5,0,4,0,0,1,0,1,0,0,0,3
2003-01,ZACATECAS,32,0,1,0,2,1,7,1,0,1,2,2,4,5,18,0,0,0,2,1,0,0,0,6
2003-02,AGUASCALIENTES,01,0,0,0,0,0,9,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,2,23
2003-02,BAJA CALIFORNIA,02,0,0,0,0,0,223,0,0,14,118,0,1,3,97,0,0,15,7,0,0,0,2,80
2003-02,BAJA CALIFORNIA SUR,03,0,0,0,0,0,18,10,0,0,94,1,0,0,7,0,0,0,1,0,0,0,0,4
2003-02,CAMPECHE,04,0,1,0,1,0,3,0,0,3,9,5,1,0,5,0,0,3,2,1,3,0,0,3
2003-02,COAHUILA,05,0,6,0,7,2,28,4,0,3,3,0,0,0,23,0,0,4,3,1,0,0,2,18
2003-02,COLIMA,06,0,1,0,3,0,6,9,0,2,0,2,6,0,15,0,0,1,0,0,0,0,1,11
2003-02,CHIAPAS,07,2,2,1,3,0,18,7,1,2,9,4,4,5,35,0,0,41,5,0,0,0,3,40
2003-02,CHIHUAHUA,08,1,11,0,20,0,113,119,0,7,3,2,0,5,54,0,0,7,5,0,0,0,0,161
2003-02,DISTRITO FEDERAL,09,0,0,0,0,2,352,0,0,13,342,1,9,5,114,0,0,16,1,1,5,55,18,378
2003-02,DURANGO,10,2,3,0,9,0,24,3,0,1,6,5,3,2,17,0,0,1,3,0,8,0,0,14
2003-02,GUANAJUATO,11,1,1,0,6,0,61,0,2,1,1,1,0,0,51,0,0,1,5,0,0,0,1,62
2003-02,GUERRERO,12,1,5,0,2,3,31,7,0,3,9,23,1,3,37,0,0,0,9,0,3,0,2,14
2003-02,HIDALGO,13,0,0,0,2,0,11,2,1,0,4,3,0,0,14,0,0,0,4,1,0,0,0,15
2003-02,JALISCO,14,9,1,0,22,0,139,23,1,12,35,7,6,2,145,0,0,0,5,18,13,0,1,76
2003-02,MêXICO,15,0,0,0,5,5,62,0,0,0,26,1,22,2,106,0,0,0,3,1,34,0,6,32
2003-02,MICHOACµN,16,0,0,1,1,0,19,28,0,0,1,4,0,2,44,0,0,2,2,0,1,0,0,34
2003-02,MORELOS,17,0,1,0,9,0,62,0,0,0,5,2,3,9,29,0,1,0,10,1,11,0,2,9
2003-02,NAYARIT,18,0,0,0,1,0,9,9,0,0,0,2,1,2,21,0,0,0,3,0,0,0,1,9
2003-02,NUEVO LE‡N,19,0,0,0,0,0,54,0,0,0,0,0,1,8,20,0,0,0,0,0,0,0,1,47
2003-02,OAXACA,20,2,0,1,3,0,7,18,0,2,0,2,0,12,35,0,0,6,14,0,0,0,0,20
2003-02,PUEBLA,21,0,0,0,7,0,16,0,0,2,14,1,3,5,28,0,0,1,7,7,4,0,1,35
2003-02,QUERêTARO,22,0,3,0,1,0,35,1,0,1,3,2,1,3,19,0,1,0,1,0,2,0,1,19
2003-02,QUINTANA ROO,23,0,0,1,0,0,16,19,0,2,1,0,1,0,2,0,0,2,0,0,0,0,1,35
2003-02,SAN LUIS POTOS÷,24,0,0,0,1,1,7,2,0,1,4,2,3,5,30,0,0,2,2,0,0,0,0,18
2003-02,SINALOA,25,6,1,0,0,2,35,9,0,1,2,0,0,3,33,0,0,0,2,0,2,0,1,28
2003-02,SONORA,26,1,31,3,14,1,221,14,0,23,18,1,1,5,53,0,0,10,6,1,0,0,0,51
2003-02,TABASCO,27,0,0,0,2,1,22,2,1,0,27,3,3,2,5,0,0,3,3,0,7,0,0,19
2003-02,TAMAULIPAS,28,0,0,0,1,0,45,1,0,7,6,10,0,2,26,0,1,3,3,0,1,0,0,94
2003-02,TLAXCALA,29,0,0,0,0,0,2,0,0,1,2,0,0,2,4,0,0,0,5,4,0,0,0,11
2003-02,VERACRUZ,30,0,1,0,0,1,32,1,12,18,38,4,7,11,41,0,0,11,5,0,3,0,0,19
2003-02,YUCATµN,31,0,0,0,0,0,17,0,0,4,4,2,0,0,3,0,0,0,2,0,2,0,0,4
2003-02,ZACATECAS,32,0,2,0,6,0,6,1,0,1,7,1,4,0,9,0,0,0,2,0,0,0,0,2
2003-03,AGUASCALIENTES,01,0,0,0,0,0,16,0,8,2,0,1,2,0,10,0,0,0,0,0,0,0,0,16
2003-03,BAJA CALIFORNIA,02,0,0,0,0,0,262,0,0,33,72,2,0,2,156,0,0,28,1,0,0,0,0,76
2003-03,BAJA CALIFORNIA SUR,03,0,2,0,6,0,12,8,0,0,33,2,0,11,5,0,0,0,2,0,0,0,0,2
2003-03,CAMPECHE,04,0,0,0,0,0,5,3,0,7,11,0,0,4,5,0,0,1,2,0,13,0,1,7
2003-03,COAHUILA,05,0,0,0,5,0,15,5,0,11,2,0,0,2,10,0,0,2,5,0,0,0,0,19
2003-03,COLIMA,06,0,0,0,1,0,19,3,0,5,0,4,2,0,13,1,0,0,0,0,0,0,0,13
2003-03,CHIAPAS,07,3,2,0,1,1,10,5,0,2,3,3,3,2,51,0,0,26,10,0,0,0,2,34
2003-03,CHIHUAHUA,08,3,12,0,6,0,122,78,0,9,4,10,0,0,130,0,4,13,9,0,1,0,0,155
2003-03,DISTRITO FEDERAL,09,0,0,0,2,6,610,1,0,0,262,1,4,5,136,0,0,8,2,0,0,59,10,303
2003-03,DURANGO,10,1,5,0,5,0,24,7,0,2,5,4,2,7,18,0,0,1,3,0,19,0,0,13
2003-03,GUANAJUATO,11,0,1,0,3,1,64,2,0,3,0,1,6,0,53,0,0,4,4,0,0,0,0,69
2003-03,GUERRERO,12,0,2,0,0,0,19,7,0,1,11,21,0,4,39,0,0,0,5,1,0,0,2,19
2003-03,HIDALGO,13,0,0,0,3,1,21,7,1,1,10,2,1,0,20,0,0,0,6,2,1,0,1,19
2003-03,JALISCO,14,7,2,0,23,2,160,26,1,10,36,9,11,4,142,0,0,0,8,8,6,0,3,44
2003-03,MêXICO,15,3,1,0,5,2,61,0,0,2,52,0,25,9,63,0,0,1,1,5,13,0,5,51
2003-03,MICHOACµN,16,2,1,0,1,0,23,33,0,0,3,3,0,4,61,0,0,0,9,0,0,0,0,27
2003-03,MORELOS,17,0,2,0,20,0,67,0,0,5,7,8,4,4,47,0,0,1,8,1,0,0,0,7
2003-03,NAYARIT,18,0,1,0,4,0,9,15,1,2,0,3,0,4,18,0,0,0,1,0,0,0,0,16
2003-03,NUEVO LE‡N,19,0,0,0,0,0,50,0,0,1,2,0,2,0,26,0,0,0,4,1,0,0,2,48
2003-03,OAXACA,20,6,0,0,3,0,5,13,0,0,0,8,2,10,40,0,0,7,14,0,0,0,1,39
2003-03,PUEBLA,21,0,0,0,2,1,16,0,4,0,9,4,3,2,35,0,0,1,7,3,2,0,0,40
2003-03,QUERêTARO,22,0,0,0,6,0,24,4,0,5,0,1,0,0,21,0,0,0,0,2,1,0,2,18
2003-03,QUINTANA ROO,23,0,1,0,1,0,19,13,0,0,6,2,0,0,3,0,0,3,5,1,0,0,4,34
2003-03,SAN LUIS POTOS÷,24,0,7,0,0,0,4,11,0,0,9,1,0,2,34,0,0,2,0,0,2,0,0,24
2003-03,SINALOA,25,1,8,1,5,0,47,14,2,5,1,0,0,8,60,1,0,1,3,1,1,0,1,40
2003-03,SONORA,26,0,36,3,21,0,177,20,0,31,19,1,2,7,47,2,0,13,4,1,13,0,0,65
2003-03,TABASCO,27,0,0,0,2,0,15,2,0,1,16,3,2,0,7,0,0,6,2,0,4,0,0,4
2003-03,TAMAULIPAS,28,0,1,0,4,0,64,0,0,3,6,2,0,0,33,0,2,5,4,0,0,0,1,149
2003-03,TLAXCALA,29,0,0,0,1,0,2,0,0,3,4,4,2,0,8,0,0,1,4,4,0,0,1,9
2003-03,VERACRUZ,30,0,0,0,3,0,24,9,8,21,28,12,14,13,37,0,0,18,13,0,33,0,1,12
