Fecha,DELEGACI‡N,Clave INEGI AGEE,Delitos contra la salud_ Producci¢n,Delitos contra la salud_Transporte,Delitos contra la salud_Tr†fico,Delitos contra la salud_Comercio,Delitos contra la salud_Suministro,Delitos contra la salud_Posesi¢n,Delitos contra la salud_Otros,Delitos diversos_Instituciones de banca y crÇdito,Delitos diversos_Fiscales,Delitos diversos_Patrimoniales,Delitos diversos_Ambientales,Delitos diversos_Propiedad intelectual e industrial,Delitos diversos_Servidor p£blico,Delitos diversos_LFAFyE,Delitos diversos_Asociaci¢n delictuosa,Delitos diversos_Robo en carretera,Delitos diversos_Ley general de poblaci¢n,Delitos diversos_Ataques a las v°as generales de comunicaci¢n,Delitos diversos_Culposos por transito de veh°culos,Delitos diversos_Otras leyes especiales,Delitos diversos_LFCDO,Delitos diversos_Delitos electorales,Delitos diversos_Otros
2001-07,CHIHUAHUA,08,13,3,2,0,1,63,4,0,4,3,2,1,4,111,1,0,2,0,0,0,0,0,42
2001-07,DISTRITO FEDERAL,09,0,1,2,0,0,51,1,7,25,391,1,4,16,127,0,0,7,7,4,16,16,5,206
2001-07,DURANGO,10,2,7,0,2,0,16,1,0,0,1,1,6,0,19,0,0,1,1,0,9,0,0,11
2001-07,GUANAJUATO,11,1,0,0,2,1,72,3,1,1,12,1,3,2,73,0,3,0,5,0,7,0,0,43
2001-07,GUERRERO,12,3,2,0,3,0,24,5,0,2,2,3,0,0,25,0,0,0,13,0,0,0,0,13
2001-07,HIDALGO,13,0,0,0,4,7,15,0,0,1,12,8,0,0,23,0,0,3,13,8,0,0,0,21
2001-07,JALISCO,14,5,1,0,3,1,204,4,1,15,53,6,5,0,106,0,15,1,5,1,0,0,3,40
2001-07,MêXICO,15,1,0,0,9,4,175,0,3,0,83,6,10,12,62,0,0,1,3,24,15,0,0,47
2001-07,MICHOACµN,16,2,0,1,0,0,42,21,0,2,6,0,1,0,48,0,0,0,11,4,0,0,0,17
2001-07,MORELOS,17,1,1,0,4,5,59,0,0,0,2,8,0,3,26,0,0,1,7,0,0,0,1,13
2001-07,NAYARIT,18,0,5,0,1,0,21,11,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,8
2001-07,NUEVO LE‡N,19,0,0,0,0,0,53,0,0,0,0,0,0,11,11,0,0,0,3,0,6,0,0,29
2001-07,OAXACA,20,2,0,3,2,4,34,2,0,2,8,13,0,4,40,0,0,11,19,0,0,0,1,26
2001-07,PUEBLA,21,0,0,0,2,0,15,0,0,0,10,14,0,0,29,0,0,0,3,30,4,0,3,49
2001-07,QUERêTARO,22,0,2,0,0,0,28,0,2,7,0,0,0,2,27,0,5,0,0,0,1,0,0,11
2001-07,QUINTANA ROO,23,2,2,3,3,0,12,4,2,2,3,1,0,3,3,0,0,3,2,1,0,0,0,28
2001-07,SAN LUIS POTOS÷,24,0,2,0,0,0,24,2,0,6,4,0,0,0,27,0,0,1,6,0,4,0,0,33
2001-07,SINALOA,25,0,4,0,1,0,40,2,0,0,3,2,0,2,52,0,2,2,3,3,0,0,1,39
2001-07,SONORA,26,1,19,2,6,1,149,5,0,41,9,6,0,3,65,1,0,17,4,1,0,0,0,43
2001-07,TABASCO,27,0,1,0,1,0,13,0,0,0,70,0,0,2,3,0,0,13,1,0,0,0,0,16
2001-07,TAMAULIPAS,28,1,2,0,2,1,18,15,0,15,6,0,0,0,58,0,0,5,2,2,2,0,0,43
2001-07,TLAXCALA,29,0,0,0,0,0,3,1,0,0,3,3,0,0,11,0,0,0,3,3,3,0,0,11
2001-07,VERACRUZ,30,0,2,0,1,0,21,0,0,0,36,3,4,29,40,0,0,9,8,0,5,0,0,6
2001-07,YUCATµN,31,0,0,0,0,0,7,1,0,0,0,2,0,0,5,0,0,4,2,0,0,0,0,12
2001-07,ZACATECAS,32,0,2,0,0,0,8,6,0,0,4,0,0,6,11,0,0,1,0,2,0,0,0,7
2001-08,AGUASCALIENTES,01,0,0,0,0,0,14,0,0,0,1,0,2,0,14,0,0,0,0,2,0,0,0,16
2001-08,BAJA CALIFORNIA,02,0,9,0,0,0,425,23,0,26,118,2,0,0,195,0,0,31,15,7,0,0,1,25
2001-08,BAJA CALIFORNIA SUR,03,0,0,0,0,0,16,2,0,2,9,6,0,0,5,0,0,0,1,0,0,0,0,4
2001-08,CAMPECHE,04,0,0,1,2,0,8,1,0,0,2,5,0,2,15,0,0,0,2,0,0,0,0,5
2001-08,COAHUILA,05,0,1,0,1,0,23,4,0,5,0,0,1,0,16,0,0,3,4,0,0,0,0,43
2001-08,COLIMA,06,0,0,1,1,1,15,2,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,12
2001-08,CHIAPAS,07,1,0,0,0,0,14,4,0,0,7,5,0,6,31,0,0,17,15,0,0,0,6,44
2001-08,CHIHUAHUA,08,6,7,7,4,0,97,12,0,21,5,3,0,0,96,0,0,2,4,0,0,0,0,40
2001-08,DISTRITO FEDERAL,09,0,0,3,2,0,37,0,19,24,347,0,2,19,123,0,0,10,13,8,2,25,2,199
2001-08,DURANGO,10,4,0,0,6,0,23,2,0,0,2,2,0,0,21,0,0,2,4,0,2,0,0,18
2001-08,GUANAJUATO,11,0,1,0,3,0,60,0,0,0,11,0,0,8,45,2,0,2,3,0,7,0,0,29
2001-08,GUERRERO,12,0,2,0,1,0,31,5,0,0,10,15,0,2,22,0,1,0,18,0,2,0,1,12
2001-08,HIDALGO,13,0,0,0,1,4,17,0,0,0,14,4,0,0,23,0,0,1,6,6,1,0,0,17
2001-08,JALISCO,14,14,1,0,2,1,164,12,0,17,40,1,3,2,132,0,7,0,6,0,0,0,1,38
2001-08,MêXICO,15,1,0,0,38,15,195,2,7,2,90,0,15,13,102,0,0,2,5,15,16,0,2,52
2001-08,MICHOACµN,16,2,0,0,3,2,48,5,1,0,2,2,0,0,48,0,0,0,4,3,3,0,2,23
2001-08,MORELOS,17,0,1,0,1,4,37,4,2,4,0,2,5,5,27,0,2,0,12,0,0,0,1,14
2001-08,NAYARIT,18,0,0,0,0,0,6,7,0,0,0,7,0,0,20,0,0,0,0,1,0,0,0,12
2001-08,NUEVO LE‡N,19,0,5,1,1,0,73,0,0,2,4,1,0,17,35,0,0,3,5,0,16,0,0,24
2001-08,OAXACA,20,0,1,0,0,0,11,16,0,0,4,7,0,0,42,0,0,6,16,0,0,0,0,35
2001-08,PUEBLA,21,1,0,0,1,0,8,0,1,0,4,17,0,6,26,0,1,0,1,17,0,0,0,48
2001-08,QUERêTARO,22,0,0,0,0,0,21,0,1,0,0,1,0,0,15,0,0,0,1,0,0,0,0,20
2001-08,QUINTANA ROO,23,0,0,2,3,0,23,10,0,0,4,1,0,0,11,0,0,4,1,0,0,0,1,13
2001-08,SAN LUIS POTOS÷,24,1,5,0,1,0,37,1,0,0,7,0,1,0,24,0,0,1,1,0,0,0,0,9
2001-08,SINALOA,25,0,2,1,2,0,62,3,0,0,6,5,0,0,57,0,0,0,1,1,1,0,0,36
2001-08,SONORA,26,3,25,5,12,3,215,19,7,33,15,10,0,9,67,0,0,27,6,1,12,0,0,71
2001-08,TABASCO,27,0,0,0,4,0,16,5,0,0,30,0,0,0,11,0,0,11,1,0,0,0,0,8
2001-08,TAMAULIPAS,28,0,5,0,4,0,23,7,0,7,1,0,0,2,83,1,0,19,10,2,1,0,0,40
2001-08,TLAXCALA,29,1,0,0,0,0,0,1,1,0,3,4,0,0,11,0,0,0,1,2,0,0,2,7
2001-08,VERACRUZ,30,1,2,0,0,3,27,6,0,2,46,7,0,14,39,0,0,8,8,0,5,0,0,19
2001-08,YUCATµN,31,0,0,0,0,0,16,0,0,2,6,2,0,0,9,0,0,0,7,3,2,0,0,33
2001-08,ZACATECAS,32,1,4,0,0,1,1,7,0,0,2,0,0,2,7,2,0,2,2,1,0,0,0,13
2001-09,AGUASCALIENTES,01,0,0,0,1,0,15,1,0,0,0,0,0,0,10,0,0,0,2,1,0,0,0,9
2001-09,BAJA CALIFORNIA,02,0,0,0,0,0,240,17,0,14,93,0,0,0,180,0,0,48,5,5,0,0,0,52
2001-09,BAJA CALIFORNIA SUR,03,0,0,0,1,0,6,5,0,0,16,5,0,0,3,0,0,0,0,0,0,0,0,11
2001-09,CAMPECHE,04,0,0,0,4,1,9,2,0,0,14,6,0,0,7,0,0,1,5,1,0,0,0,10
2001-09,COAHUILA,05,0,1,0,0,0,32,7,0,1,0,0,0,0,18,0,0,0,4,1,0,0,0,54
2001-09,COLIMA,06,0,0,0,1,1,14,12,0,0,0,5,1,0,17,0,0,0,2,4,0,0,0,7
2001-09,CHIAPAS,07,1,0,0,0,0,7,3,0,0,13,2,0,0,28,0,0,21,6,0,1,0,2,32
2001-09,CHIHUAHUA,08,4,3,2,7,2,67,9,0,11,3,0,0,5,58,0,0,2,2,0,0,0,0,25
2001-09,DISTRITO FEDERAL,09,0,0,4,1,1,60,3,44,53,330,0,23,23,164,0,0,8,8,20,6,37,0,243
2001-09,DURANGO,10,4,2,0,1,0,33,3,0,0,3,2,0,2,19,0,0,3,5,0,0,0,0,15
2001-09,GUANAJUATO,11,0,0,0,0,0,46,1,0,3,3,0,3,3,70,0,0,0,8,2,1,0,0,33
2001-09,GUERRERO,12,1,3,0,1,0,18,9,0,0,5,6,0,8,20,0,0,1,5,1,0,0,1,14
2001-09,HIDALGO,13,2,3,0,2,7,11,2,0,0,18,0,0,0,19,0,0,5,9,14,0,0,0,25
2001-09,JALISCO,14,8,2,0,5,1,216,4,3,47,43,4,6,4,114,0,7,0,16,4,1,0,2,39
2001-09,MêXICO,15,0,0,0,10,0,142,1,1,0,59,3,32,12,57,0,0,3,7,23,17,0,1,54
2001-09,MICHOACµN,16,0,2,3,1,0,63,0,3,1,6,7,0,4,72,0,1,0,2,2,0,0,2,18
2001-09,MORELOS,17,0,0,0,6,8,39,4,0,1,0,6,11,0,30,0,0,0,11,0,9,0,0,18
2001-09,NAYARIT,18,1,1,0,6,0,18,9,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,10
2001-09,NUEVO LE‡N,19,0,0,0,0,0,43,0,0,0,2,0,0,22,20,0,0,0,3,0,0,0,0,12
2001-09,OAXACA,20,1,0,0,3,1,11,7,0,0,1,20,0,2,40,0,0,9,10,0,0,0,1,20
2001-09,PUEBLA,21,0,0,0,2,1,18,0,0,2,11,16,0,8,28,0,1,0,3,26,3,0,0,50
2001-09,QUERêTARO,22,0,1,0,0,0,15,0,0,0,2,0,0,0,9,0,0,0,0,1,0,0,0,15
2001-09,QUINTANA ROO,23,0,0,2,1,1,21,4,0,4,2,1,0,0,4,0,0,5,1,0,0,0,1,17
2001-09,SAN LUIS POTOS÷,24,0,0,0,0,0,31,2,0,1,4,0,0,0,31,0,0,2,5,0,1,0,1,19
2001-09,SINALOA,25,2,0,0,3,0,38,6,0,2,2,31,0,0,46,0,0,1,7,2,1,0,2,46
2001-09,SONORA,26,5,14,4,7,3,136,8,0,25,13,2,0,6,75,1,0,20,9,1,0,0,0,72
2001-09,TABASCO,27,0,1,0,0,0,13,2,0,0,40,3,0,0,10,0,0,15,3,0,0,0,0,17
2001-09,TAMAULIPAS,28,0,2,1,1,0,35,9,0,16,2,1,0,0,40,0,1,10,9,4,1,0,1,49
2001-09,TLAXCALA,29,0,0,0,0,0,3,3,0,1,2,2,0,4,8,0,0,0,6,3,1,0,0,6
2001-09,VERACRUZ,30,1,1,0,0,1,37,3,1,0,36,8,5,27,44,0,0,4,19,0,11,0,0,15
2001-09,YUCATµN,31,0,0,0,0,0,13,0,0,3,6,1,0,0,1,0,0,1,6,7,2,0,1,20
2001-09,ZACATECAS,32,0,1,0,0,0,6,2,0,0,1,0,0,0,10,0,1,0,3,2,0,0,0,3
2001-10,AGUASCALIENTES,01,0,0,0,0,0,23,0,0,0,1,0,0,3,7,0,0,0,0,0,0,0,0,8
2001-10,BAJA CALIFORNIA,02,0,8,0,1,0,245,15,0,19,78,1,0,0,208,3,0,19,3,10,0,0,1,34
2001-10,BAJA CALIFORNIA SUR,03,0,0,0,0,0,12,17,0,0,17,5,0,0,4,0,0,0,1,0,0,0,0,43
2001-10,CAMPECHE,04,0,1,0,9,0,8,0,0,1,7,2,0,0,9,0,0,1,1,0,0,0,1,10
2001-10,COAHUILA,05,0,2,0,1,0,29,2,0,8,0,1,2,3,19,0,0,2,5,0,0,0,0,37
2001-10,COLIMA,06,0,0,1,0,0,7,9,0,0,0,5,1,0,14,0,0,0,0,0,0,0,0,8
2001-10,CHIAPAS,07,1,2,0,0,0,7,1,0,0,3,3,1,0,29,0,0,9,7,1,0,0,32,48
2001-10,CHIHUAHUA,08,5,11,0,2,0,119,3,0,10,8,3,0,2,35,0,0,2,3,0,0,0,0,28
2001-10,DISTRITO FEDERAL,09,0,0,5,1,1,37,0,18,32,412,0,6,25,206,0,0,8,10,14,3,30,12,369
2001-10,DURANGO,10,2,2,0,1,0,32,6,0,0,5,2,6,8,25,0,2,1,2,0,3,0,0,13
2001-10,GUANAJUATO,11,0,0,0,5,3,45,1,2,0,7,0,2,0,59,0,0,0,6,0,2,0,0,42
2001-10,GUERRERO,12,1,5,0,3,0,18,10,0,0,4,2,3,3,44,0,0,1,8,0,0,0,1,15
2001-10,HIDALGO,13,0,3,0,7,3,16,0,0,0,15,3,0,0,34,0,0,2,10,13,0,0,4,20
2001-10,JALISCO,14,7,1,0,4,0,189,24,6,18,70,5,3,2,152,0,3,1,8,6,1,0,5,49
2001-10,MêXICO,15,0,0,0,3,2,93,5,2,5,123,26,6,11,81,0,1,1,3,48,26,0,17,57
2001-10,MICHOACµN,16,3,2,3,2,0,81,1,0,0,12,2,0,0,68,0,1,0,8,0,0,0,0,13
2001-10,MORELOS,17,0,0,0,5,7,59,1,0,4,0,2,0,0,33,0,0,0,17,0,6,0,0,29
2001-10,NAYARIT,18,0,0,0,0,0,16,13,0,0,0,6,0,3,23,0,0,0,3,0,0,0,0,15
2001-10,NUEVO LE‡N,19,0,0,0,0,0,48,0,0,0,1,0,0,3,23,0,0,1,3,0,6,0,2,16
2001-10,OAXACA,20,3,2,0,2,2,20,22,0,0,8,12,0,22,39,0,0,4,11,0,1,0,2,36
2001-10,PUEBLA,21,0,0,0,3,0,17,1,1,0,17,23,0,3,39,0,0,4,3,20,2,0,6,46
2001-10,QUERêTARO,22,0,6,0,1,1,20,3,1,5,4,0,0,0,18,0,0,0,0,1,2,0,1,10
2001-10,QUINTANA ROO,23,0,0,2,4,1,16,6,0,1,9,0,0,3,5,0,0,1,1,0,0,0,2,17
2001-10,SAN LUIS POTOS÷,24,2,1,0,0,0,44,1,0,2,13,0,0,0,32,0,0,0,3,0,0,0,0,16
2001-10,SINALOA,25,2,2,0,1,0,92,4,1,0,7,1,0,0,64,0,0,0,2,0,0,0,2,37
2001-10,SONORA,26,3,19,9,19,0,157,5,2,24,15,0,0,14,60,0,0,6,4,1,0,0,1,65
2001-10,TABASCO,27,0,1,0,3,0,17,0,0,0,175,4,0,2,11,0,0,7,4,0,0,0,2,17
2001-10,TAMAULIPAS,28,0,1,0,3,0,25,4,0,11,3,0,0,2,43,0,1,6,4,3,0,0,2,50
2001-10,TLAXCALA,29,0,0,0,0,0,3,3,0,2,1,3,0,3,10,0,0,0,7,3,0,0,1,4
2001-10,VERACRUZ,30,1,0,0,2,0,28,4,5,1,65,14,20,19,60,0,0,7,13,0,0,0,16,20
2001-10,YUCATµN,31,0,0,0,0,0,34,0,0,4,8,8,0,0,2,0,0,0,4,15,2,0,0,16
2001-10,ZACATECAS,32,0,4,0,0,0,8,4,0,0,7,0,0,0,26,0,0,0,9,2,0,0,2,9
2001-11,AGUASCALIENTES,01,0,0,0,0,0,18,0,0,0,4,0,0,4,11,0,0,0,0,3,0,0,0,24
2001-11,BAJA CALIFORNIA,02,0,0,0,1,0,250,15,0,14,90,0,0,3,155,0,0,25,3,8,0,0,1,34
2001-11,BAJA CALIFORNIA SUR,03,0,0,0,0,0,16,27,0,0,6,3,0,0,8,0,0,0,2,0,0,0,0,12
2001-11,CAMPECHE,04,0,0,0,3,0,9,1,3,1,3,1,0,0,13,0,0,1,2,3,6,0,0,7
2001-11,COAHUILA,05,0,1,0,2,0,30,5,0,3,0,0,0,0,19,0,0,1,5,0,0,0,0,23
2001-11,COLIMA,06,0,0,0,1,2,5,4,0,0,0,1,0,0,6,0,0,0,1,1,0,0,0,7
2001-11,CHIAPAS,07,1,0,0,0,0,11,2,3,2,14,4,0,6,50,0,1,15,11,1,0,0,5,29
2001-11,CHIHUAHUA,08,2,13,0,3,0,86,4,2,2,2,1,0,0,62,0,0,0,1,0,0,0,0,24
2001-11,DISTRITO FEDERAL,09,0,0,0,0,0,36,1,12,22,280,0,7,16,118,0,0,6,19,27,6,30,5,244
2001-11,DURANGO,10,0,6,0,8,0,33,2,0,1,5,0,0,2,21,1,0,2,6,0,3,0,0,6
2001-11,GUANAJUATO,11,0,0,0,3,1,87,0,0,7,7,0,2,3,80,0,0,1,10,9,0,0,0,51
2001-11,GUERRERO,12,2,2,0,4,2,15,10,0,1,7,7,0,4,22,0,0,0,6,0,0,0,0,18
2001-11,HIDALGO,13,0,1,0,3,3,17,0,0,1,8,1,0,0,22,0,0,0,3,4,0,0,0,12
2001-11,JALISCO,14,7,3,1,5,4,133,32,5,14,37,7,5,2,85,0,2,0,9,14,3,0,2,122
2001-11,MêXICO,15,0,0,1,6,6,81,0,0,2,70,3,12,0,52,0,0,0,10,18,0,0,2,36
2001-11,MICHOACµN,16,1,0,1,3,4,53,2,2,0,3,2,1,3,41,0,0,0,7,0,1,0,1,24
2001-11,MORELOS,17,1,2,0,6,8,70,1,3,1,1,3,0,2,27,0,0,0,4,0,3,0,0,13
2001-11,NAYARIT,18,0,3,0,0,0,15,6,0,0,0,1,0,0,26,0,0,0,3,0,0,0,0,18
2001-11,NUEVO LE‡N,19,0,1,1,0,0,61,2,3,2,3,1,0,4,12,0,0,0,6,1,6,0,0,16
2001-11,OAXACA,20,1,0,0,0,0,7,16,0,0,9,1,0,11,43,0,0,3,7,0,0,0,1,28
2001-11,PUEBLA,21,0,0,0,1,0,13,6,2,0,6,17,0,0,35,0,0,2,0,23,0,0,3,53
2001-11,QUERêTARO,22,0,6,0,0,1,9,0,0,4,9,0,0,0,16,0,0,0,0,0,2,0,0,10
2001-11,QUINTANA ROO,23,0,0,8,3,3,10,8,0,2,1,0,0,0,8,0,0,2,2,1,0,0,4,17
2001-11,SAN LUIS POTOS÷,24,0,7,2,0,0,34,4,0,1,8,0,0,3,36,0,0,0,5,0,1,0,1,23
2001-11,SINALOA,25,0,3,0,7,0,50,9,0,1,8,2,0,0,47,0,0,1,4,0,0,0,0,43
2001-11,SONORA,26,0,40,10,12,0,185,4,3,26,16,0,0,6,85,0,0,15,5,0,0,0,0,75
2001-11,TABASCO,27,0,2,0,1,0,17,0,0,0,34,5,0,1,12,0,0,7,7,0,0,0,0,13
2001-11,TAMAULIPAS,28,1,2,3,2,0,40,4,0,14,4,1,0,6,40,0,0,5,12,1,0,0,0,40
2001-11,TLAXCALA,29,0,0,0,0,1,4,0,0,0,2,1,0,3,4,1,0,0,4,4,1,0,0,14
2001-11,VERACRUZ,30,0,0,0,3,0,21,3,0,1,60,12,7,36,42,0,0,3,14,0,10,0,1,34
2001-11,YUCATµN,31,0,0,0,0,0,24,0,2,1,8,1,0,0,7,0,0,2,3,0,3,0,2,18
2001-11,ZACATECAS,32,0,0,0,2,2,12,1,0,0,8,0,0,2,22,0,0,0,7,0,0,0,0,6
2001-12,AGUASCALIENTES,01,0,1,0,0,0,11,0,0,0,12,1,3,4,10,0,0,2,12,0,3,0,0,4
2001-12,BAJA CALIFORNIA,02,0,0,0,0,0,240,14,0,8,83,0,2,3,166,0,0,10,2,3,1,0,1,39
2001-12,BAJA CALIFORNIA SUR,03,0,0,0,0,0,21,19,0,0,5,2,0,0,10,0,0,0,2,0,0,0,0,19
2001-12,CAMPECHE,04,0,2,0,0,0,13,1,0,5,8,6,0,0,8,0,0,0,0,0,0,0,0,3
2001-12,COAHUILA,05,0,2,0,0,0,21,3,0,0,0,0,0,0,8,0,0,1,12,1,0,0,0,24
2001-12,COLIMA,06,0,0,0,0,0,8,4,0,1,0,3,0,0,16,0,0,0,0,1,0,0,1,10
2001-12,CHIAPAS,07,1,1,2,0,0,9,2,1,0,3,2,0,2,30,0,0,5,6,1,1,0,1,25
2001-12,CHIHUAHUA,08,0,3,0,5,0,54,3,0,3,3,0,0,0,60,0,0,1,3,0,0,0,0,15
2001-12,DISTRITO FEDERAL,09,0,0,2,1,2,71,1,11,13,249,0,25,16,157,0,0,14,6,8,6,23,7,262
2001-12,DURANGO,10,0,0,0,2,0,24,7,0,1,5,0,6,0,28,0,0,0,1,0,2,0,0,10
2001-12,GUANAJUATO,11,0,0,0,2,0,37,2,1,2,1,0,1,0,76,0,0,0,7,2,2,0,0,21
2001-12,GUERRERO,12,0,3,0,2,1,15,13,21,0,19,8,6,11,34,0,0,1,19,0,0,0,0,27
2001-12,HIDALGO,13,0,0,0,0,2,12,0,0,0,6,1,0,3,26,0,0,0,6,3,0,0,0,11
2001-12,JALISCO,14,6,1,0,5,2,123,12,0,2,16,7,1,3,122,0,2,0,3,24,2,0,1,32
2001-12,MêXICO,15,0,0,0,12,19,65,0,0,0,125,15,0,2,114,0,0,1,2,10,7,0,3,56
2001-12,MICHOACµN,16,1,1,2,6,1,45,3,2,0,6,4,0,0,54,0,0,0,2,2,0,0,0,27
2001-12,MORELOS,17,0,0,2,5,5,40,0,0,8,4,3,3,2,49,0,0,1,5,0,2,0,0,18
2001-12,NAYARIT,18,0,0,0,1,0,17,12,0,0,0,1,0,0,27,0,0,0,2,0,0,0,0,17
2001-12,NUEVO LE‡N,19,0,1,0,1,0,70,0,0,0,1,0,9,17,13,0,0,0,3,0,0,0,0,31
2001-12,OAXACA,20,0,0,0,0,0,4,6,0,0,0,2,0,11,41,0,0,1,6,0,0,0,0,21
2001-12,PUEBLA,21,1,0,0,0,0,9,2,1,0,10,11,3,4,27,0,0,1,3,12,2,0,2,43
2001-12,QUERêTARO,22,0,1,0,1,1,10,1,0,0,0,0,0,0,23,0,0,0,0,1,4,0,1,16
2001-12,QUINTANA ROO,23,0,0,0,1,0,16,11,0,0,1,1,0,0,7,0,0,0,1,0,0,0,1,19
2001-12,SAN LUIS POTOS÷,24,0,4,0,0,0,21,4,0,1,15,0,0,3,15,0,0,0,4,0,0,0,0,10
2001-12,SINALOA,25,1,1,0,3,0,40,6,0,1,1,1,0,3,38,0,0,3,2,0,0,0,1,29
2001-12,SONORA,26,0,33,7,10,2,148,2,0,11,6,1,0,0,50,0,0,4,2,1,2,0,1,46
2001-12,TABASCO,27,0,4,0,0,3,5,0,0,0,8,1,0,2,10,0,0,0,2,0,0,0,0,7
2001-12,TAMAULIPAS,28,0,4,0,1,0,40,0,0,8,8,0,0,6,50,0,0,5,5,1,1,0,0,55
2001-12,TLAXCALA,29,0,0,0,0,0,0,0,0,6,3,0,1,0,8,0,0,0,7,4,0,0,0,7
2001-12,VERACRUZ,30,1,0,0,0,0,23,3,0,4,33,6,0,13,43,0,0,1,9,0,0,0,1,14
2001-12,YUCATµN,31,0,0,0,0,0,22,0,0,5,10,0,0,0,8,0,0,0,5,10,3,0,0,24
2001-12,ZACATECAS,32,0,3,0,3,0,6,8,0,0,1,0,0,0,18,0,0,0,4,0,0,0,2,7
2002-01,AGUASCALIENTES,01,0,0,0,0,0,11,0,0,1,2,0,0,0,5,0,0,0,6,0,0,0,0,12
2002-01,BAJA CALIFORNIA,02,1,9,0,0,0,316,43,0,17,111,2,2,0,181,0,0,31,7,4,0,0,1,36
2002-01,BAJA CALIFORNIA SUR,03,0,0,0,0,0,26,14,0,0,9,4,0,0,6,0,0,0,0,0,0,0,0,7
2002-01,CAMPECHE,04,0,1,0,4,1,4,0,0,1,6,1,0,0,13,0,0,0,3,1,0,0,0,4
2002-01,COAHUILA,05,0,3,0,2,0,44,0,0,1,2,0,0,3,10,0,1,0,2,0,0,0,0,24
2002-01,COLIMA,06,0,0,0,1,0,8,1,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,7
2002-01,CHIAPAS,07,1,0,1,5,0,16,3,0,0,9,0,0,0,33,0,0,14,3,0,2,0,7,32
2002-01,CHIHUAHUA,08,2,2,0,4,0,128,5,0,2,1,0,0,2,166,0,0,1,0,0,0,0,0,18
2002-01,DISTRITO FEDERAL,09,1,0,0,0,0,55,2,13,10,264,0,0,19,119,0,0,9,20,5,3,28,9,208
2002-01,DURANGO,10,0,0,0,1,0,23,3,0,0,3,0,0,0,21,0,0,0,2,0,3,0,0,12
2002-01,GUANAJUATO,11,0,0,0,1,1,41,1,1,1,6,1,4,6,80,1,0,0,8,0,0,0,0,34
2002-01,GUERRERO,12,0,3,0,1,0,9,8,4,0,5,4,0,2,43,0,0,0,8,0,0,0,0,17
2002-01,HIDALGO,13,0,0,0,4,0,20,0,0,0,10,3,1,8,20,0,0,3,9,3,0,0,1,20
2002-01,JALISCO,14,5,3,0,14,0,157,4,7,12,38,5,9,4,125,0,0,0,5,18,4,0,0,83
2002-01,MêXICO,15,0,0,0,1,3,74,1,0,3,73,14,42,14,94,0,0,3,2,28,16,0,4,49
2002-01,MICHOACµN,16,1,1,3,2,1,47,2,0,3,8,1,0,2,64,0,0,0,4,0,1,0,1,32
2002-01,MORELOS,17,0,0,1,7,6,35,0,0,0,6,7,0,0,27,0,0,0,5,0,0,0,0,11
2002-01,NAYARIT,18,0,0,0,1,0,13,13,0,0,0,0,0,2,28,0,0,0,2,0,0,0,0,6
2002-01,NUEVO LE‡N,19,0,1,0,0,0,55,0,0,0,6,1,3,12,34,0,0,1,4,0,8,0,0,40
2002-01,OAXACA,20,0,0,0,1,0,4,19,0,0,0,4,0,8,44,0,0,2,5,0,0,0,2,25
2002-01,PUEBLA,21,0,0,0,0,1,7,1,2,3,9,15,0,2,43,0,0,0,6,27,2,0,1,38
2002-01,QUERêTARO,22,0,3,0,0,2,25,0,0,0,0,0,0,7,20,0,0,0,1,0,0,0,0,15
2002-01,QUINTANA ROO,23,0,0,0,0,0,20,6,0,0,0,0,0,0,4,0,0,1,3,0,1,0,1,12
2002-01,SAN LUIS POTOS÷,24,0,3,0,0,0,21,1,0,0,6,0,2,0,60,0,0,2,4,0,0,0,0,12
2002-01,SINALOA,25,0,6,0,2,0,55,3,0,0,4,0,0,2,61,0,0,0,5,0,0,0,0,35
2002-01,SONORA,26,1,43,2,14,0,192,4,0,25,13,1,0,11,60,0,0,9,4,0,0,0,0,74
2002-01,TABASCO,27,0,0,0,2,0,14,3,0,0,13,0,0,4,8,0,0,6,3,0,0,0,0,2
2002-01,TAMAULIPAS,28,0,1,0,3,0,27,1,0,19,13,1,0,1,50,0,0,10,4,1,4,0,0,53
2002-01,TLAXCALA,29,0,0,0,0,0,2,0,0,0,2,2,0,0,11,0,0,0,8,2,3,0,1,8
2002-01,VERACRUZ,30,0,0,0,1,0,26,1,9,5,41,0,2,13,49,0,0,5,7,0,3,0,0,11
2002-01,YUCATµN,31,0,0,0,0,0,31,0,0,3,4,3,0,0,5,0,0,1,5,2,5,0,2,9
2002-01,ZACATECAS,32,0,3,0,0,0,12,3,0,0,1,0,0,0,21,0,0,0,2,1,1,0,0,1
2002-02,AGUASCALIENTES,01,0,0,0,1,0,20,0,4,0,5,0,0,0,10,0,0,0,0,0,3,0,0,8
2002-02,BAJA CALIFORNIA,02,0,7,0,0,0,369,11,0,11,97,1,0,4,209,0,0,47,3,4,0,0,0,23
2002-02,BAJA CALIFORNIA SUR,03,0,0,0,0,0,16,3,0,0,3,1,0,2,8,0,0,0,1,0,0,0,0,7
2002-02,CAMPECHE,04,0,1,0,3,0,16,1,0,2,4,1,0,0,7,0,0,2,1,1,0,0,0,4
