Fecha,Delegaci¢n,Clave INEGI AGEE,Delitos contra la salud_ Producci¢n,Delitos contra la salud_Transporte,Delitos contra la salud_Tr†fico,Delitos contra la salud_Comercio,Delitos contra la salud_Suministro,Delitos contra la salud_Posesi¢n,Delitos contra la salud_Otros,Delitos diversos_Instituciones de banca y crÇdito,Delitos diversos_Fiscales,Delitos diversos_Patrimoniales,Delitos diversos_Ambientales,Delitos diversos_Propiedad intelectual e industrial,Delitos diversos_Servidor p£blico,Delitos diversos_LFAFyE,Delitos diversos_Ley general de poblaci¢n,Delitos diversos_Ataques a las v°as generales de comunicaci¢n,Delitos diversos_Contra la integrida corporal,Delitos diversos_Otras leyes especiales,Delitos diversos_LFCDO,Delitos diversos_Delitos electorales,Delitos diversos_Otros
2007-01,AGUASCALIENTES,01,0,0,0,0,0,78,0,0,0,3,0,0,0,8,0,0,0,0,0,2,12
2007-01,BAJA CALIFORNIA,02,0,0,0,5,0,494,2,1,0,81,2,1,0,76,43,2,0,2,5,3,31
2007-01,BAJA CALIFORNIA SUR,03,0,0,0,2,0,127,0,0,0,16,1,1,7,10,0,0,0,0,0,0,18
2007-01,CAMPECHE,04,0,2,0,8,0,24,0,0,0,7,2,0,0,9,0,3,0,0,1,0,3
2007-01,COAHUILA,05,0,2,0,5,0,97,1,0,5,2,0,0,3,23,2,1,0,9,0,0,28
2007-01,COLIMA,06,0,1,6,4,2,68,7,1,1,2,0,1,2,9,0,0,0,1,0,0,5
2007-01,CHIAPAS,07,0,3,0,19,0,38,0,0,2,17,2,1,7,37,19,1,0,5,0,1,18
2007-01,CHIHUAHUA,08,0,7,0,1,2,132,5,6,11,22,1,6,2,38,11,4,4,1,0,1,44
2007-01,DISTRITO FEDERAL,09,0,0,0,0,0,707,2,120,11,278,0,11,42,107,7,7,0,24,13,9,303
2007-01,DURANGO,10,0,3,0,9,0,49,2,1,4,5,5,0,5,13,4,2,0,0,2,1,30
2007-01,GUANAJUATO,11,0,0,0,12,0,838,1,18,2,14,1,3,9,65,3,6,0,10,1,0,40
2007-01,GUERRERO,12,0,0,0,27,0,38,10,30,7,9,1,2,11,58,1,1,0,7,3,1,89
2007-01,HIDALGO,13,0,0,0,20,0,34,1,0,0,40,2,1,1,32,0,7,0,7,0,0,28
2007-01,JALISCO,14,1,2,1,197,0,"1,493",47,36,19,78,16,19,2,125,1,5,2,12,44,3,75
2007-01,MêXICO,15,0,0,0,11,2,190,4,7,0,113,4,1,8,68,0,1,2,9,6,3,51
2007-01,MICHOACµN,16,0,0,0,6,0,176,3,2,2,9,7,2,0,66,0,3,0,6,8,0,30
2007-01,MORELOS,17,0,0,0,15,0,89,0,1,0,9,9,0,6,29,0,1,0,2,0,1,12
2007-01,NAYARIT,18,1,0,0,11,0,66,2,0,2,4,7,2,0,18,0,0,0,3,0,0,15
2007-01,NUEVO LE‡N,19,0,1,0,0,0,260,0,0,0,11,0,0,3,19,0,2,0,6,1,1,21
2007-01,OAXACA,20,0,1,0,17,0,38,3,0,0,16,2,0,8,40,0,2,2,6,2,0,21
2007-01,PUEBLA,21,0,0,0,17,0,59,0,2,5,9,0,3,2,29,1,4,3,13,0,1,40
2007-01,QUERêTARO,22,0,0,0,26,0,38,0,0,4,9,0,2,0,19,1,0,0,2,0,0,12
2007-01,QUINTANA ROO,23,0,0,0,1,0,112,0,1,4,25,4,0,2,4,1,0,0,1,0,2,23
2007-01,SAN LUIS POTOS÷,24,0,0,0,2,0,51,0,1,9,11,0,1,1,42,2,3,0,0,0,0,17
2007-01,SINALOA,25,2,3,1,65,0,294,4,0,2,33,6,1,7,71,0,4,0,6,1,0,27
2007-01,SONORA,26,0,4,0,38,4,327,1,0,27,49,1,3,2,70,7,8,0,2,0,0,37
2007-01,TABASCO,27,0,0,0,10,0,32,0,0,0,5,0,1,1,8,12,2,0,0,0,4,26
2007-01,TAMAULIPAS,28,0,0,0,11,0,87,1,7,15,18,0,0,8,45,5,7,4,5,2,1,40
2007-01,TLAXCALA,29,0,0,0,2,0,7,0,2,4,6,2,1,1,4,0,2,0,0,0,0,6
2007-01,VERACRUZ,30,0,0,1,154,1,86,0,5,13,68,11,4,19,41,10,18,0,13,2,1,64
2007-01,YUCATµN,31,0,0,0,3,0,29,0,4,1,7,0,1,2,2,0,2,0,0,0,1,6
2007-01,ZACATECAS,32,0,0,0,10,0,30,0,1,0,5,0,0,0,26,1,1,0,0,0,0,9
2007-02,AGUASCALIENTES,01,0,0,0,0,0,64,0,0,0,0,0,0,0,10,0,0,0,8,2,0,10
2007-02,BAJA CALIFORNIA,02,0,2,0,2,1,722,1,2,2,139,1,2,3,74,32,2,0,1,5,0,46
2007-02,BAJA CALIFORNIA SUR,03,0,3,0,3,0,111,0,0,5,7,3,0,2,11,0,1,0,1,0,0,21
2007-02,CAMPECHE,04,0,2,0,18,0,35,0,0,0,4,3,1,4,4,1,3,0,0,0,0,8
2007-02,COAHUILA,05,0,0,0,2,0,103,0,1,8,1,0,1,1,14,2,1,0,5,0,0,30
2007-02,COLIMA,06,0,0,0,9,1,66,5,0,1,3,0,2,0,11,3,0,0,0,2,0,12
2007-02,CHIAPAS,07,0,2,0,17,0,45,2,0,6,19,3,3,3,29,33,1,0,5,1,2,23
2007-02,CHIHUAHUA,08,1,13,0,1,1,162,2,2,14,13,2,0,3,44,6,4,2,3,1,1,58
2007-02,DISTRITO FEDERAL,09,0,0,0,0,0,549,0,117,12,252,0,15,57,93,5,17,0,32,13,2,370
2007-02,DURANGO,10,0,8,0,10,0,65,0,2,5,2,2,3,0,8,2,2,5,1,0,0,21
2007-02,GUANAJUATO,11,0,0,0,7,2,804,6,15,6,12,1,1,4,62,5,9,0,4,0,0,58
2007-02,GUERRERO,12,0,1,0,31,1,59,9,2,3,13,7,3,2,42,0,1,0,1,0,1,87
2007-02,HIDALGO,13,1,0,0,25,0,17,0,0,1,3,7,1,2,25,1,4,0,11,0,0,25
2007-02,JALISCO,14,9,0,18,214,2,"1,543",49,22,6,61,12,16,3,134,0,14,2,20,112,1,74
2007-02,MêXICO,15,1,0,0,21,2,161,2,3,1,70,8,5,1,53,1,1,2,4,3,2,74
2007-02,MICHOACµN,16,2,0,0,13,1,190,0,0,2,8,15,2,3,70,1,2,0,1,2,1,46
2007-02,MORELOS,17,0,0,0,11,1,82,0,0,1,6,1,2,3,23,0,0,0,5,0,0,15
2007-02,NAYARIT,18,0,1,0,7,0,56,1,0,1,2,3,0,1,20,1,1,0,3,0,5,8
2007-02,NUEVO LE‡N,19,0,0,0,0,0,283,0,11,5,12,0,1,4,29,4,2,0,7,0,2,30
2007-02,OAXACA,20,0,3,0,9,0,51,0,1,0,4,6,0,18,61,1,4,0,5,0,1,28
2007-02,PUEBLA,21,0,1,0,13,0,52,0,0,5,21,4,3,4,30,2,10,0,8,0,0,29
2007-02,QUERêTARO,22,0,0,0,11,0,25,0,0,0,9,0,1,2,18,0,0,0,0,0,0,14
2007-02,QUINTANA ROO,23,1,0,0,6,0,41,1,1,0,6,1,0,2,2,5,0,0,0,0,3,11
2007-02,SAN LUIS POTOS÷,24,0,0,0,2,1,90,0,4,14,19,1,0,3,34,0,2,0,1,0,0,11
2007-02,SINALOA,25,0,10,0,66,0,307,15,1,5,31,6,1,8,66,2,7,0,5,2,0,18
2007-02,SONORA,26,0,3,0,28,2,415,12,0,39,46,2,1,3,50,13,5,0,3,2,0,30
2007-02,TABASCO,27,0,0,0,15,0,35,0,0,0,10,3,2,2,7,7,2,0,0,0,2,30
2007-02,TAMAULIPAS,28,1,1,0,13,0,70,0,3,12,16,0,0,4,52,3,6,3,9,4,0,34
2007-02,TLAXCALA,29,0,0,0,1,0,9,0,0,0,142,2,0,0,6,2,2,0,1,0,0,6
2007-02,VERACRUZ,30,0,1,0,70,0,97,0,1,9,53,15,5,6,30,11,7,0,21,1,2,87
2007-02,YUCATµN,31,0,0,0,0,0,33,0,1,1,12,2,1,0,7,0,1,0,1,0,0,10
2007-02,ZACATECAS,32,0,2,0,6,0,37,1,0,0,2,1,3,1,16,0,0,0,1,0,2,8
2007-03,AGUASCALIENTES,01,0,0,0,0,0,74,0,1,0,12,1,0,1,6,0,0,0,4,0,2,8
2007-03,BAJA CALIFORNIA,02,0,1,1,5,0,908,3,4,7,129,1,1,3,125,39,3,1,4,6,1,55
2007-03,BAJA CALIFORNIA SUR,03,0,0,0,3,0,99,0,1,9,29,6,0,3,12,0,4,0,8,0,0,30
2007-03,CAMPECHE,04,0,2,0,3,0,15,0,0,2,14,4,0,0,7,2,1,0,2,1,0,10
2007-03,COAHUILA,05,0,1,0,8,0,91,0,0,2,5,1,0,2,19,1,2,0,5,1,0,25
2007-03,COLIMA,06,0,0,0,8,2,90,2,0,1,2,3,4,1,8,0,0,1,2,0,0,7
2007-03,CHIAPAS,07,1,0,1,19,2,51,0,0,3,24,7,2,1,33,33,4,1,5,0,1,19
2007-03,CHIHUAHUA,08,0,16,0,6,0,163,1,8,16,20,5,6,3,56,6,13,0,8,0,0,30
2007-03,DISTRITO FEDERAL,09,0,0,0,6,0,551,6,177,16,410,0,7,64,80,4,17,4,20,14,6,373
2007-03,DURANGO,10,1,9,1,4,3,75,3,1,2,2,0,15,3,21,2,1,0,1,0,0,18
2007-03,GUANAJUATO,11,0,1,0,19,0,898,2,3,4,19,2,0,1,44,3,15,0,4,0,0,49
2007-03,GUERRERO,12,0,1,0,40,0,36,2,1,4,20,6,3,4,41,0,5,1,6,3,0,18
2007-03,HIDALGO,13,0,0,1,26,0,13,0,1,2,10,6,0,3,32,3,9,0,19,0,0,15
2007-03,JALISCO,14,5,1,17,273,3,"1,667",79,7,9,66,10,27,8,113,0,7,3,32,186,2,98
2007-03,MêXICO,15,0,0,0,16,3,184,1,3,1,84,6,7,1,65,0,3,1,2,10,1,44
2007-03,MICHOACµN,16,0,1,0,13,1,274,5,0,6,14,13,1,1,93,0,5,0,6,3,2,29
2007-03,MORELOS,17,0,0,0,22,0,87,1,4,0,10,6,1,8,23,0,4,0,8,0,0,14
2007-03,NAYARIT,18,0,5,0,11,0,72,3,0,0,3,3,3,0,8,1,3,0,7,0,4,10
2007-03,NUEVO LE‡N,19,0,0,0,0,0,339,0,5,2,46,4,5,8,40,1,7,1,13,2,1,27
2007-03,OAXACA,20,0,0,0,5,0,39,2,3,0,9,4,1,7,45,0,1,2,5,0,1,29
2007-03,PUEBLA,21,0,4,0,23,0,51,0,1,6,12,1,1,7,35,3,13,0,6,0,1,34
2007-03,QUERêTARO,22,0,0,0,23,0,44,1,1,4,11,0,2,4,16,5,0,0,2,1,0,15
2007-03,QUINTANA ROO,23,0,0,0,8,1,87,3,0,2,9,0,0,1,8,3,4,0,0,0,2,14
2007-03,SAN LUIS POTOS÷,24,0,1,0,4,0,61,1,3,13,19,0,0,1,31,2,0,0,2,0,0,12
2007-03,SINALOA,25,0,3,1,88,0,385,24,0,7,29,6,5,4,55,0,5,1,5,3,0,17
2007-03,SONORA,26,0,16,1,34,0,356,8,0,25,63,3,0,3,63,20,5,2,2,1,0,27
2007-03,TABASCO,27,0,1,0,5,0,19,0,0,0,8,1,1,2,9,17,5,0,0,1,1,24
2007-03,TAMAULIPAS,28,0,8,0,18,0,108,0,2,15,22,2,0,4,76,12,9,2,2,4,0,40
2007-03,TLAXCALA,29,0,0,0,2,0,9,0,0,2,6,1,0,2,5,1,1,0,4,0,0,11
2007-03,VERACRUZ,30,0,1,2,16,0,81,2,5,8,64,6,6,4,51,7,5,1,8,3,0,41
2007-03,YUCATµN,31,0,0,0,0,0,24,0,0,1,6,0,3,2,1,1,2,0,5,0,1,4
2007-03,ZACATECAS,32,1,0,0,4,0,50,1,0,0,3,0,1,0,19,0,4,0,1,4,0,8
2007-04,AGUASCALIENTES,01,0,0,0,0,0,61,0,2,0,1,2,1,4,8,0,0,0,0,0,4,8
2007-04,BAJA CALIFORNIA,02,0,0,0,2,0,"1,021",3,1,5,100,5,2,6,106,31,4,1,2,6,0,49
2007-04,BAJA CALIFORNIA SUR,03,0,0,0,1,0,76,0,0,3,18,6,1,2,8,0,1,0,2,0,0,8
2007-04,CAMPECHE,04,0,0,0,34,0,14,0,0,1,13,2,1,0,7,4,0,0,6,2,0,5
2007-04,COAHUILA,05,0,0,0,3,0,61,2,0,2,2,0,0,8,14,1,2,1,6,0,1,33
2007-04,COLIMA,06,0,1,0,7,0,73,6,0,1,3,1,4,0,7,0,0,0,1,0,0,6
2007-04,CHIAPAS,07,0,0,0,13,1,51,2,0,5,17,4,0,2,36,16,0,1,4,0,0,6
2007-04,CHIHUAHUA,08,0,5,1,4,2,140,5,4,9,8,28,4,0,39,10,11,0,4,2,2,42
2007-04,DISTRITO FEDERAL,09,0,0,0,0,0,658,2,144,9,288,1,26,55,119,4,3,6,27,12,7,396
2007-04,DURANGO,10,0,7,0,9,0,45,0,0,3,5,0,12,1,16,0,0,1,0,1,0,11
2007-04,GUANAJUATO,11,0,0,1,17,0,753,0,11,3,7,0,3,2,58,1,15,0,10,0,0,59
2007-04,GUERRERO,12,0,2,0,36,0,49,6,0,1,13,5,3,5,47,0,0,0,7,1,0,12
2007-04,HIDALGO,13,0,0,0,24,2,26,1,0,3,4,3,1,2,28,2,2,0,17,2,2,8
2007-04,JALISCO,14,3,4,9,196,1,"1,618",63,6,6,71,6,22,15,127,1,2,5,22,200,2,56
2007-04,MêXICO,15,0,0,0,17,2,223,0,1,6,45,0,6,2,50,1,3,1,6,7,4,44
2007-04,MICHOACµN,16,1,0,0,80,4,158,0,1,1,13,11,0,0,59,0,8,2,4,5,0,25
2007-04,MORELOS,17,0,0,0,11,0,93,0,0,1,5,1,0,3,25,1,2,0,15,2,0,12
2007-04,NAYARIT,18,0,2,0,19,1,53,8,0,6,7,2,2,2,14,2,5,0,7,0,2,14
2007-04,NUEVO LE‡N,19,0,0,0,0,0,258,0,0,2,20,1,0,6,29,1,2,0,8,0,1,14
2007-04,OAXACA,20,0,7,0,6,0,27,1,0,2,5,6,0,2,43,1,1,3,4,0,0,22
2007-04,PUEBLA,21,1,0,0,16,0,52,0,3,0,14,2,1,8,36,2,5,1,1,0,0,28
2007-04,QUERêTARO,22,0,0,0,15,0,26,0,1,0,6,0,0,3,25,1,0,0,2,1,1,8
2007-04,QUINTANA ROO,23,0,0,0,3,0,91,0,0,0,9,2,8,3,12,6,0,0,0,1,1,19
2007-04,SAN LUIS POTOS÷,24,0,0,0,6,0,65,0,1,10,18,3,0,3,31,0,0,0,2,0,0,11
2007-04,SINALOA,25,1,8,1,68,2,296,17,1,8,14,12,2,2,81,1,1,0,2,1,0,20
2007-04,SONORA,26,0,16,0,27,0,326,11,0,28,32,2,1,1,63,14,5,2,2,0,0,24
2007-04,TABASCO,27,0,0,0,13,1,47,0,0,0,6,0,1,2,6,17,1,1,2,1,0,18
2007-04,TAMAULIPAS,28,0,5,0,9,0,87,0,2,10,22,2,1,6,44,5,5,1,1,4,1,22
2007-04,TLAXCALA,29,0,0,0,0,0,4,0,0,2,6,0,0,1,3,1,2,0,1,0,0,6
2007-04,VERACRUZ,30,0,2,0,15,0,50,0,0,10,56,13,1,9,41,7,3,3,11,2,0,26
2007-04,YUCATµN,31,0,0,0,1,0,25,0,0,0,4,1,2,3,2,0,5,0,1,0,1,3
2007-04,ZACATECAS,32,0,0,0,4,1,39,3,0,0,3,0,0,0,20,0,0,0,2,1,3,7
2007-05,AGUASCALIENTES,01,0,0,0,0,0,43,0,0,0,0,0,1,0,11,0,0,0,1,0,2,11
2007-05,BAJA CALIFORNIA,02,0,3,0,8,0,"1,106",2,0,8,138,1,6,6,77,25,1,0,0,7,2,46
2007-05,BAJA CALIFORNIA SUR,03,0,1,0,5,0,123,0,0,5,11,3,0,1,15,0,0,0,1,0,0,21
2007-05,CAMPECHE,04,0,0,0,5,0,7,0,1,0,13,2,0,0,4,3,4,0,0,1,0,4
2007-05,COAHUILA,05,0,1,0,0,0,32,0,0,8,1,0,0,1,23,1,1,0,4,0,13,25
2007-05,COLIMA,06,0,1,0,15,1,50,10,0,1,3,3,2,1,9,1,3,0,4,0,0,17
2007-05,CHIAPAS,07,0,0,0,10,2,36,1,0,6,23,5,0,6,30,24,5,0,0,1,1,12
2007-05,CHIHUAHUA,08,0,7,1,6,0,148,3,3,8,16,8,5,0,48,8,7,0,5,1,0,45
2007-05,DISTRITO FEDERAL,09,0,0,0,0,0,483,0,128,7,299,3,8,43,102,7,15,0,16,11,93,410
2007-05,DURANGO,10,0,3,0,6,0,47,6,2,1,5,2,8,2,16,0,3,0,2,0,1,23
2007-05,GUANAJUATO,11,4,0,0,16,0,737,2,6,2,11,0,8,8,66,1,3,2,16,1,0,49
2007-05,GUERRERO,12,1,2,0,38,1,36,0,2,7,14,6,5,4,52,0,3,2,4,6,1,19
2007-05,HIDALGO,13,0,0,0,17,0,33,1,0,1,6,2,2,3,25,7,4,0,14,1,0,12
2007-05,JALISCO,14,3,4,5,183,0,"1,413",67,20,12,78,11,21,15,98,0,5,0,14,4,2,71
2007-05,MêXICO,15,0,0,0,19,2,219,3,7,3,51,1,3,1,54,3,2,0,8,6,3,72
2007-05,MICHOACµN,16,1,2,2,12,1,218,5,1,2,7,4,3,3,74,0,10,4,5,2,1,28
2007-05,MORELOS,17,0,0,0,21,0,61,1,4,0,6,5,0,6,24,1,3,1,1,0,0,18
2007-05,NAYARIT,18,1,1,0,28,0,68,2,1,3,2,5,2,0,16,0,6,0,5,0,0,8
2007-05,NUEVO LE‡N,19,0,0,0,0,0,204,1,3,3,39,1,6,6,34,0,2,0,4,1,2,11
2007-05,OAXACA,20,1,3,0,3,1,34,2,0,0,7,5,0,3,44,0,2,0,0,0,0,26
2007-05,PUEBLA,21,0,0,0,15,0,42,0,9,5,25,2,2,6,29,1,14,0,2,0,0,24
2007-05,QUERêTARO,22,0,1,0,16,1,25,2,2,1,5,0,3,2,22,1,0,0,1,1,1,10
2007-05,QUINTANA ROO,23,0,0,0,0,0,76,0,0,3,13,3,0,2,17,1,1,1,5,0,22,12
2007-05,SAN LUIS POTOS÷,24,0,1,0,3,0,61,1,3,7,7,4,0,1,35,0,4,0,6,0,1,10
2007-05,SINALOA,25,1,7,0,80,2,296,13,5,6,19,8,1,4,74,2,3,2,1,1,0,18
2007-05,SONORA,26,0,9,0,34,2,343,4,1,30,40,3,1,7,71,5,3,1,1,2,1,27
2007-05,TABASCO,27,0,1,0,1,0,28,0,1,2,10,0,1,6,11,12,0,2,1,2,0,26
2007-05,TAMAULIPAS,28,0,3,0,11,0,84,0,1,8,15,3,0,6,50,4,7,1,6,4,0,39
2007-05,TLAXCALA,29,0,0,0,0,1,10,0,2,0,12,0,0,1,5,0,4,0,7,0,0,9
2007-05,VERACRUZ,30,0,0,0,23,0,47,2,5,12,59,12,3,13,37,6,6,0,9,2,1,39
2007-05,YUCATµN,31,0,0,0,1,0,33,0,0,0,8,0,0,2,2,0,1,1,0,2,14,4
2007-05,ZACATECAS,32,1,0,0,3,0,25,0,0,2,3,0,0,0,14,0,0,0,0,1,0,9
2007-06,AGUASCALIENTES,01,0,0,0,0,0,59,0,3,1,5,0,0,1,2,0,0,0,1,1,4,9
2007-06,BAJA CALIFORNIA,02,0,1,2,13,1,971,6,2,10,119,2,1,1,88,39,0,0,3,4,1,50
2007-06,BAJA CALIFORNIA SUR,03,0,2,0,5,0,134,0,1,4,13,9,0,2,8,0,0,0,7,2,1,18
2007-06,CAMPECHE,04,0,2,0,21,0,13,0,0,1,11,2,0,1,6,3,1,0,1,2,0,5
2007-06,COAHUILA,05,0,0,0,2,0,50,1,0,2,4,0,0,6,27,2,3,0,3,0,1,26
2007-06,COLIMA,06,0,0,0,3,0,57,1,0,2,2,0,8,1,3,0,0,0,1,0,0,3
2007-06,CHIAPAS,07,0,0,0,9,0,38,1,1,5,16,5,0,3,34,29,9,0,5,1,2,23
2007-06,CHIHUAHUA,08,0,7,0,7,0,170,3,9,6,13,1,0,1,42,6,7,0,9,1,3,41
2007-06,DISTRITO FEDERAL,09,0,0,0,0,0,455,0,140,14,332,0,4,58,138,4,7,2,37,41,316,372
2007-06,DURANGO,10,0,0,0,10,2,52,9,1,4,4,4,1,3,22,0,1,0,1,0,5,15
2007-06,GUANAJUATO,11,0,0,0,16,1,668,2,9,3,24,1,7,1,65,2,1,0,9,2,0,46
2007-06,GUERRERO,12,1,4,0,31,0,66,2,0,4,12,3,0,3,38,0,3,1,2,2,2,18
2007-06,HIDALGO,13,0,0,1,17,0,42,1,1,0,41,3,1,0,27,4,3,0,8,1,0,25
2007-06,JALISCO,14,2,5,14,215,0,"1,469",48,14,12,71,13,26,24,89,0,14,3,26,1,2,64
2007-06,MêXICO,15,1,0,0,17,2,178,1,3,1,104,1,3,8,42,3,4,0,9,9,3,110
2007-06,MICHOACµN,16,0,0,0,20,0,219,2,0,2,11,15,6,3,64,1,7,1,6,7,0,31
2007-06,MORELOS,17,1,0,2,12,0,49,0,2,0,6,3,1,3,20,0,9,2,4,0,0,15
2007-06,NAYARIT,18,0,0,0,26,0,47,0,0,2,2,2,5,0,21,0,4,0,3,0,1,10
2007-06,NUEVO LE‡N,19,0,0,0,0,0,246,0,3,2,15,0,1,6,36,0,3,2,2,1,0,15
2007-06,OAXACA,20,1,3,2,6,0,28,1,2,0,3,2,1,6,36,2,1,3,1,1,0,23
2007-06,PUEBLA,21,0,0,0,11,1,37,1,4,8,9,2,9,1,20,2,3,1,5,1,0,32
2007-06,QUERêTARO,22,0,0,0,25,1,29,0,1,1,8,2,0,1,25,2,1,0,3,0,0,11
2007-06,QUINTANA ROO,23,0,0,0,1,0,49,1,0,1,12,3,1,1,8,5,5,0,1,0,0,35
2007-06,SAN LUIS POTOS÷,24,0,1,0,4,0,81,3,1,5,17,3,1,2,31,2,3,2,5,0,0,5
2007-06,SINALOA,25,0,4,0,72,0,267,9,4,17,38,19,0,1,60,0,3,3,7,0,3,18
2007-06,SONORA,26,0,10,0,45,0,356,1,1,21,41,4,1,2,79,9,6,0,2,1,1,30
2007-06,TABASCO,27,1,0,0,6,0,18,0,2,0,9,0,0,3,6,5,1,1,0,4,1,6
2007-06,TAMAULIPAS,28,0,3,0,6,0,85,0,0,9,26,8,0,7,43,4,1,1,3,3,0,35
2007-06,TLAXCALA,29,0,0,0,1,0,9,0,0,0,12,1,0,2,5,1,1,0,0,0,0,12
2007-06,VERACRUZ,30,0,4,1,32,2,50,4,1,10,56,15,2,8,56,6,6,1,7,4,2,36
2007-06,YUCATµN,31,0,0,0,3,0,38,0,1,0,9,4,0,5,5,0,3,1,2,0,3,8
2007-06,ZACATECAS,32,0,2,0,3,0,37,1,0,1,0,0,1,0,16,0,0,1,0,0,0,5
2007-07,AGUASCALIENTES,01,0,0,0,0,0,49,0,0,0,1,0,0,1,3,0,0,0,3,0,1,6
2007-07,BAJA CALIFORNIA,02,0,1,0,12,1,862,2,3,13,96,6,1,1,81,22,3,0,2,7,1,53
2007-07,BAJA CALIFORNIA SUR,03,0,0,0,1,0,122,0,4,5,10,4,1,3,9,0,0,0,7,0,0,18
2007-07,CAMPECHE,04,0,0,0,4,0,14,0,1,3,13,1,0,0,5,0,1,0,1,2,0,10
2007-07,COAHUILA,05,0,3,0,2,0,41,0,0,1,4,0,0,3,21,1,4,0,4,0,1,24
2007-07,COLIMA,06,0,0,0,6,1,79,7,0,1,1,4,1,1,6,0,0,0,0,0,1,4
2007-07,CHIAPAS,07,0,0,1,11,0,23,1,0,4,22,8,1,1,32,26,5,0,1,1,2,13
2007-07,CHIHUAHUA,08,0,9,0,3,0,181,1,6,8,17,1,2,4,37,2,1,0,9,1,4,41
2007-07,DISTRITO FEDERAL,09,0,0,0,0,0,425,0,235,42,483,0,13,65,106,10,16,8,45,14,10,358
2007-07,DURANGO,10,0,1,0,15,0,46,1,0,0,3,2,1,5,14,0,1,0,1,0,8,14
2007-07,GUANAJUATO,11,0,0,0,15,0,732,1,16,2,11,2,4,1,71,4,6,0,9,0,0,55
2007-07,GUERRERO,12,0,2,0,37,0,42,4,1,4,14,6,2,5,42,0,2,1,0,1,2,23
2007-07,HIDALGO,13,1,0,0,27,0,25,0,2,0,23,10,4,2,30,5,6,0,21,1,0,10
2007-07,JALISCO,14,2,4,3,171,0,"1,474",59,21,15,87,9,20,6,108,2,8,1,36,5,1,90
2007-07,MêXICO,15,1,0,0,13,0,70,0,2,9,94,4,7,3,52,3,2,0,8,1,2,105
2007-07,MICHOACµN,16,0,0,0,125,0,107,3,0,5,12,10,4,0,53,0,8,0,9,3,1,34
2007-07,MORELOS,17,0,0,0,16,0,52,0,2,0,5,3,0,4,19,0,3,0,6,0,0,21
2007-07,NAYARIT,18,1,0,0,48,1,60,13,0,0,7,7,0,1,17,0,2,0,7,0,0,7
2007-07,NUEVO LE‡N,19,0,0,0,0,0,298,0,0,1,21,1,0,2,35,1,7,0,5,1,0,17
2007-07,OAXACA,20,0,5,0,12,0,43,1,0,0,10,6,0,5,52,6,4,1,0,0,0,16
2007-07,PUEBLA,21,0,2,0,11,0,29,2,6,3,9,7,2,1,23,2,7,0,6,0,2,29
2007-07,QUERêTARO,22,0,0,0,23,0,26,1,1,3,7,1,1,0,15,1,2,0,2,1,0,10
2007-07,QUINTANA ROO,23,0,0,0,0,0,123,0,1,4,6,4,1,1,1,1,1,0,1,0,0,27
2007-07,SAN LUIS POTOS÷,24,0,2,1,7,0,71,1,0,4,20,2,0,1,33,2,2,0,4,0,0,22
2007-07,SINALOA,25,4,2,0,46,0,294,2,4,12,24,8,15,6,71,0,2,2,2,0,0,29
2007-07,SONORA,26,0,9,0,30,1,441,2,0,33,58,5,2,8,61,12,8,0,1,2,1,14
2007-07,TABASCO,27,0,0,0,1,0,17,0,0,1,8,1,0,1,2,8,1,0,0,0,1,15
2007-07,TAMAULIPAS,28,0,3,0,9,0,98,1,1,11,28,2,0,4,45,3,1,2,4,1,1,35
2007-07,TLAXCALA,29,0,0,0,2,0,4,0,1,1,9,4,0,1,2,1,3,0,2,0,3,9
2007-07,VERACRUZ,30,0,1,1,15,1,46,0,5,5,47,16,4,2,54,6,6,2,6,0,1,24
2007-07,YUCATµN,31,0,0,0,4,0,33,0,0,0,9,0,4,3,3,1,2,0,3,0,3,2
2007-07,ZACATECAS,32,0,0,0,5,1,26,0,1,1,4,0,0,0,17,2,3,0,2,0,3,6
2007-08,AGUASCALIENTES,01,0,0,0,0,0,48,0,1,0,3,0,0,2,4,0,0,0,0,0,0,12
2007-08,BAJA CALIFORNIA,02,1,0,0,3,0,986,0,2,13,122,3,2,5,98,58,7,1,4,6,2,101
2007-08,BAJA CALIFORNIA SUR,03,0,0,0,12,0,91,2,0,4,13,2,0,6,3,0,2,2,2,0,0,32
2007-08,CAMPECHE,04,0,0,0,7,0,17,0,0,0,11,2,0,0,4,2,2,0,0,1,0,5
2007-08,COAHUILA,05,0,0,0,1,0,62,1,0,6,15,0,0,7,8,0,2,0,6,1,0,23
2007-08,COLIMA,06,0,0,0,3,4,76,2,0,2,6,4,1,2,7,0,0,0,1,0,0,6
2007-08,CHIAPAS,07,2,3,1,20,1,51,2,0,4,30,3,1,3,30,34,3,1,12,1,2,22
2007-08,CHIHUAHUA,08,1,9,0,12,1,145,2,3,15,16,4,0,3,43,6,2,2,3,1,0,42
2007-08,DISTRITO FEDERAL,09,0,0,0,0,0,560,0,125,31,253,6,18,50,148,11,12,0,28,18,65,300
2007-08,DURANGO,10,0,3,0,4,1,66,1,0,1,2,1,2,2,15,0,3,0,3,0,2,15
2007-08,GUANAJUATO,11,0,2,0,17,0,833,4,17,0,20,1,2,1,44,3,4,0,15,0,1,48
2007-08,GUERRERO,12,0,1,0,39,0,63,4,2,3,15,13,2,7,49,0,4,2,9,1,1,16
