Fecha,Delegaci¢n,Clave INEGI AGEE,Delitos contra la salud_ Producci¢n,Delitos contra la salud_Transporte,Delitos contra la salud_Tr†fico,Delitos contra la salud_Comercio,Delitos contra la salud_Suministro,Delitos contra la salud_Posesi¢n,Delitos contra la salud_Otros,Delitos diversos_Instituciones de banca y crÇdito,Delitos diversos_Fiscales,Delitos diversos_Patrimoniales,Delitos diversos_Ambientales,Delitos diversos_Propiedad intelectual e industrial,Delitos diversos_Servidor p£blico,Delitos diversos_LFAFyE,Delitos diversos_Ley general de poblaci¢n,Delitos diversos_Ataques a las v°as generales de comunicaci¢n,Delitos diversos_Contra la integrida corporal,Delitos diversos_Otras leyes especiales,Delitos diversos_LFCDO,Delitos diversos_Delitos electorales,Delitos diversos_Otros
2009-06,NAYARIT,18,0,0,1,14,0,23,16,0,5,1,2,0,1,17,0,6,0,4,0,17,20
2009-06,NUEVO LE‡N,19,0,0,0,0,0,136,1,3,4,11,0,0,3,10,0,0,1,13,3,1,32
2009-06,OAXACA,20,1,4,0,5,4,19,37,2,3,8,3,1,13,80,5,28,0,7,4,9,22
2009-06,PUEBLA,21,0,0,0,8,1,34,1,3,4,21,5,0,3,44,5,10,0,6,6,7,33
2009-06,QUERêTARO,22,1,0,0,15,1,40,0,0,0,8,0,1,1,24,0,1,0,2,1,1,21
2009-06,QUINTANA ROO,23,0,0,1,10,0,59,11,0,3,14,7,0,0,14,1,0,0,3,1,1,15
2009-06,SAN LUIS POTOS÷,24,0,0,0,1,1,31,7,1,9,17,1,0,6,29,0,0,0,2,2,3,6
2009-06,SINALOA,25,2,8,0,30,0,182,117,5,8,23,5,0,5,76,0,5,1,4,5,1,28
2009-06,SONORA,26,3,9,0,12,5,234,65,0,15,50,3,0,8,68,34,4,1,5,7,11,34
2009-06,TABASCO,27,0,0,0,9,2,11,2,0,1,1,1,0,3,12,4,0,2,2,2,6,29
2009-06,TAMAULIPAS,28,0,0,0,150,0,73,1,3,13,30,4,0,15,50,1,3,1,6,4,5,68
2009-06,TLAXCALA,29,0,0,0,0,0,11,1,0,4,4,8,1,0,8,0,4,0,6,0,1,18
2009-06,VERACRUZ,30,0,10,0,29,0,48,5,3,14,38,10,3,10,46,11,7,2,11,1,35,49
2009-06,YUCATµN,31,0,0,0,1,0,32,10,0,1,11,2,3,5,3,2,4,0,7,2,4,8
2009-06,ZACATECAS,32,0,0,0,3,0,5,4,0,1,7,0,0,1,14,1,0,0,0,0,3,6
2009-07,AGUASCALIENTES,01,0,0,0,0,0,35,6,0,0,1,1,0,2,13,0,4,0,0,2,4,32
2009-07,BAJA CALIFORNIA,02,1,1,0,110,0,853,7,9,13,159,5,5,13,132,58,4,4,4,12,6,71
2009-07,BAJA CALIFORNIA SUR,03,0,0,0,10,0,67,22,0,1,10,3,0,5,9,0,0,0,5,0,7,14
2009-07,CAMPECHE,04,0,0,0,15,1,9,2,0,1,9,0,0,1,5,1,3,0,0,0,10,15
2009-07,COAHUILA,05,0,0,0,2,0,5,31,2,5,33,0,0,0,20,0,5,3,3,3,5,34
2009-07,COLIMA,06,0,0,0,3,0,75,8,1,3,2,2,1,2,13,0,0,0,0,0,7,10
2009-07,CHIAPAS,07,0,0,0,31,2,31,8,0,2,25,3,3,9,47,13,3,1,3,6,9,26
2009-07,CHIHUAHUA,08,3,4,0,9,0,65,23,3,7,93,10,0,43,92,1,6,3,23,2,7,72
2009-07,DISTRITO FEDERAL,09,0,0,0,4,0,260,571,69,32,388,4,6,84,101,2,13,5,71,26,24,223
2009-07,DURANGO,10,1,5,3,2,0,39,10,0,2,11,5,3,3,34,0,0,0,2,3,8,15
2009-07,GUANAJUATO,11,1,0,0,22,1,542,27,16,6,17,1,1,3,70,1,12,0,7,3,5,22
2009-07,GUERRERO,12,0,0,0,21,0,41,6,0,2,8,5,0,5,61,0,5,0,2,8,9,20
2009-07,HIDALGO,13,0,0,0,12,0,11,14,0,3,13,2,1,0,21,0,4,0,3,1,12,27
2009-07,JALISCO,14,3,1,0,67,1,927,113,14,12,62,7,11,12,100,2,2,5,17,1,29,72
2009-07,MêXICO,15,0,0,0,8,3,113,40,7,10,254,33,3,7,98,1,12,2,35,16,38,110
2009-07,MICHOACµN,16,4,0,14,10,0,22,27,0,0,19,5,5,6,91,0,6,1,2,4,14,57
2009-07,MORELOS,17,0,0,0,5,1,32,1,0,2,6,6,3,7,16,0,5,0,6,3,11,15
2009-07,NAYARIT,18,1,1,0,11,2,30,25,0,8,5,10,3,2,17,0,15,0,6,0,11,11
2009-07,NUEVO LE‡N,19,0,0,0,0,0,103,0,2,0,15,0,1,0,19,1,3,0,5,1,4,26
2009-07,OAXACA,20,0,7,0,9,0,16,25,0,0,11,1,0,2,42,1,20,0,5,3,16,30
2009-07,PUEBLA,21,0,0,1,7,1,30,0,3,1,37,1,0,1,41,3,11,2,3,3,6,13
2009-07,QUERêTARO,22,0,2,0,8,1,34,0,1,3,22,1,1,3,23,0,4,0,1,0,3,15
2009-07,QUINTANA ROO,23,0,0,0,10,0,43,8,1,6,31,6,1,3,14,1,0,0,4,1,3,32
2009-07,SAN LUIS POTOS÷,24,0,3,0,5,1,12,2,1,6,20,2,2,2,28,0,1,0,2,3,6,7
2009-07,SINALOA,25,0,2,0,24,0,174,78,3,7,14,15,0,3,90,0,6,0,5,2,3,30
2009-07,SONORA,26,1,14,0,15,0,242,45,1,19,37,9,0,1,67,39,8,0,5,4,20,37
2009-07,TABASCO,27,0,0,0,5,0,11,2,0,3,16,0,0,0,11,1,0,0,1,3,12,19
2009-07,TAMAULIPAS,28,0,0,0,41,0,93,1,3,38,53,5,0,12,51,7,10,2,2,8,9,48
2009-07,TLAXCALA,29,0,0,0,4,0,11,1,0,6,13,10,0,2,9,0,3,0,2,0,4,13
2009-07,VERACRUZ,30,0,5,0,20,0,49,6,0,7,58,14,0,8,48,11,7,1,5,3,61,57
2009-07,YUCATµN,31,0,0,0,1,0,38,5,1,2,19,9,1,3,5,0,2,0,1,1,11,9
2009-07,ZACATECAS,32,0,1,0,2,0,5,5,0,1,7,0,1,0,7,0,5,1,0,2,18,4
2009-08,AGUASCALIENTES,01,0,0,0,0,0,30,2,0,1,4,0,0,0,5,0,2,0,0,3,1,9
2009-08,BAJA CALIFORNIA,02,2,5,0,136,0,664,13,1,18,121,2,8,8,135,35,2,1,13,4,3,61
2009-08,BAJA CALIFORNIA SUR,03,0,1,0,7,0,57,16,0,0,7,5,1,1,7,0,5,0,1,0,0,10
2009-08,CAMPECHE,04,1,0,0,4,0,13,0,0,5,12,1,0,0,8,0,4,0,1,0,1,8
2009-08,COAHUILA,05,0,2,0,4,1,22,18,2,3,29,0,0,0,15,0,7,2,6,0,0,29
2009-08,COLIMA,06,0,0,0,7,0,52,6,1,1,7,6,1,0,10,0,0,0,0,1,1,8
2009-08,CHIAPAS,07,10,4,0,23,0,24,7,1,2,19,3,2,7,46,5,3,0,9,3,6,13
2009-08,CHIHUAHUA,08,10,7,0,8,0,46,17,0,8,71,12,1,11,74,3,2,6,8,7,4,45
2009-08,DISTRITO FEDERAL,09,0,0,0,8,0,378,400,75,17,320,3,21,56,137,3,4,9,42,28,20,295
2009-08,DURANGO,10,0,4,1,7,0,19,4,1,5,16,0,1,3,20,0,2,2,1,4,1,18
2009-08,GUANAJUATO,11,2,0,0,18,1,661,28,26,3,30,2,1,2,57,0,7,0,17,4,2,18
2009-08,GUERRERO,12,0,0,0,27,0,59,4,0,3,6,10,1,2,62,0,2,0,1,8,4,7
2009-08,HIDALGO,13,0,0,0,17,0,10,6,0,3,42,1,0,0,26,1,3,0,0,6,5,17
2009-08,JALISCO,14,4,0,1,50,0,803,101,6,12,79,18,8,12,144,0,13,3,40,2,8,55
2009-08,MêXICO,15,2,0,0,10,0,101,29,7,7,181,12,5,11,83,0,12,3,24,14,9,124
2009-08,MICHOACµN,16,10,0,0,2,0,39,21,0,1,18,9,2,3,63,0,7,5,3,16,4,40
2009-08,MORELOS,17,1,0,0,9,0,30,0,0,1,13,4,0,3,16,0,3,0,8,2,3,13
2009-08,NAYARIT,18,1,0,0,13,0,13,21,0,3,7,18,0,6,15,0,7,1,9,1,1,7
2009-08,NUEVO LE‡N,19,1,1,0,8,0,102,1,3,1,14,3,1,2,19,0,1,0,2,1,0,23
2009-08,OAXACA,20,0,3,0,1,1,30,16,0,0,21,10,0,0,41,3,18,2,12,1,3,33
2009-08,PUEBLA,21,0,0,0,7,3,28,1,8,4,28,8,0,5,31,6,4,0,6,4,4,12
2009-08,QUERêTARO,22,1,0,0,11,0,25,0,0,3,10,1,0,3,18,0,0,0,4,0,0,5
2009-08,QUINTANA ROO,23,0,0,1,13,3,40,7,1,1,15,2,2,0,5,1,0,0,1,4,0,20
2009-08,SAN LUIS POTOS÷,24,0,1,0,7,0,8,2,6,9,11,3,0,3,17,0,2,0,4,2,4,8
2009-08,SINALOA,25,1,3,1,27,0,159,108,4,11,31,24,4,10,85,0,12,0,0,3,0,21
2009-08,SONORA,26,5,8,1,18,1,177,35,0,23,46,11,3,4,53,48,10,1,8,5,7,32
2009-08,TABASCO,27,1,0,0,6,0,16,1,0,0,9,1,0,3,6,0,0,0,2,1,4,12
2009-08,TAMAULIPAS,28,0,0,0,40,0,70,1,2,15,36,3,1,12,61,2,4,0,1,6,4,27
2009-08,TLAXCALA,29,0,0,0,1,0,6,2,0,0,7,4,0,3,15,2,5,0,1,1,0,13
2009-08,VERACRUZ,30,2,1,1,12,0,58,5,0,8,58,15,4,14,37,5,8,2,11,4,13,40
2009-08,YUCATµN,31,0,0,0,2,0,29,5,1,1,4,0,1,7,6,0,2,0,1,1,0,2
2009-08,ZACATECAS,32,1,1,0,1,0,6,10,0,1,5,0,1,0,10,0,5,0,2,0,0,8
2009-09,AGUASCALIENTES,01,0,0,0,1,0,36,5,0,2,6,0,0,0,12,0,0,0,0,0,5,11
2009-09,BAJA CALIFORNIA,02,0,2,0,6,0,84,10,3,7,98,6,19,8,108,25,1,2,616,1,3,46
2009-09,BAJA CALIFORNIA SUR,03,0,3,0,3,0,28,2,1,2,9,4,0,3,9,0,1,0,28,0,0,6
2009-09,CAMPECHE,04,0,0,0,8,0,17,1,0,4,4,6,0,2,6,1,0,0,1,0,0,12
2009-09,COAHUILA,05,0,0,0,5,0,16,14,1,3,18,0,0,0,14,1,5,1,0,3,1,30
2009-09,COLIMA,06,0,0,0,6,0,51,8,0,0,7,4,3,0,5,0,1,0,6,0,0,13
2009-09,CHIAPAS,07,2,1,0,20,1,37,10,0,5,19,6,1,9,42,17,0,1,6,5,1,13
2009-09,CHIHUAHUA,08,2,1,0,9,0,36,7,1,8,76,3,0,5,73,1,2,4,14,9,1,47
2009-09,DISTRITO FEDERAL,09,0,0,0,0,0,483,269,92,43,346,7,14,78,222,4,13,7,50,27,19,249
2009-09,DURANGO,10,0,1,0,5,0,29,13,0,3,15,3,1,2,46,0,2,1,2,1,0,19
2009-09,GUANAJUATO,11,2,1,1,23,4,557,20,14,3,27,2,0,3,50,1,7,0,19,1,0,31
2009-09,GUERRERO,12,0,0,2,34,0,44,4,0,4,28,5,0,1,48,0,4,0,4,9,1,14
2009-09,HIDALGO,13,1,1,0,5,0,6,6,1,2,60,2,0,1,30,1,7,1,4,1,81,23
2009-09,JALISCO,14,28,1,0,51,3,633,90,8,7,83,10,12,10,95,0,5,1,93,4,9,64
2009-09,MêXICO,15,2,0,0,8,0,111,32,3,16,190,3,8,12,87,0,7,2,43,6,6,103
2009-09,MICHOACµN,16,8,4,2,8,0,32,34,1,1,14,12,4,7,103,0,10,1,0,8,2,31
2009-09,MORELOS,17,0,0,0,8,0,22,0,0,1,12,1,0,9,36,0,3,0,42,3,1,14
2009-09,NAYARIT,18,1,2,1,20,0,3,16,0,3,2,16,1,0,22,0,3,1,8,0,0,14
2009-09,NUEVO LE‡N,19,3,0,0,0,0,110,1,0,3,29,2,2,3,22,1,3,0,6,1,2,6
2009-09,OAXACA,20,0,3,0,4,0,20,21,0,2,25,5,3,1,46,10,44,0,16,1,1,31
2009-09,PUEBLA,21,0,0,0,10,0,31,0,2,4,43,3,6,3,42,2,10,0,6,2,0,19
2009-09,QUERêTARO,22,0,1,0,8,0,20,3,0,1,22,1,1,3,22,0,0,0,15,0,0,10
2009-09,QUINTANA ROO,23,0,0,1,9,2,37,19,0,2,14,6,0,3,11,2,2,0,3,2,5,18
2009-09,SAN LUIS POTOS÷,24,0,3,0,0,0,6,0,0,4,12,1,0,1,19,0,0,0,12,0,1,14
2009-09,SINALOA,25,6,4,0,22,0,127,87,2,9,38,13,0,6,71,1,1,0,13,3,0,12
2009-09,SONORA,26,2,5,0,8,0,132,51,2,30,45,6,0,7,64,29,11,0,33,4,2,22
2009-09,TABASCO,27,2,0,0,3,0,10,0,1,7,13,2,0,4,14,8,0,0,2,2,3,25
2009-09,TAMAULIPAS,28,0,2,0,6,0,71,0,0,16,51,1,0,6,69,6,2,0,0,7,3,47
2009-09,TLAXCALA,29,0,0,0,2,0,1,2,0,5,4,1,1,2,5,0,2,0,1,2,0,11
2009-09,VERACRUZ,30,4,3,0,16,0,31,12,2,13,58,6,4,9,46,9,7,1,35,5,7,41
2009-09,YUCATµN,31,0,0,0,1,0,25,3,0,1,9,1,0,4,6,0,3,0,2,1,1,5
2009-09,ZACATECAS,32,1,1,0,0,0,2,10,0,0,6,0,1,0,8,0,0,0,2,1,1,14
2009-10,AGUASCALIENTES,01,0,0,0,0,0,37,6,0,1,9,0,0,2,12,0,0,1,0,3,1,15
2009-10,BAJA CALIFORNIA,02,3,2,1,9,0,62,13,2,18,124,2,11,8,128,29,4,1,744,7,1,42
2009-10,BAJA CALIFORNIA SUR,03,0,0,0,15,0,20,2,0,1,17,1,1,2,7,0,0,0,59,0,3,9
2009-10,CAMPECHE,04,2,0,0,4,0,18,3,0,3,14,8,2,4,8,3,2,0,2,0,0,5
2009-10,COAHUILA,05,0,0,0,6,0,17,15,2,5,22,0,0,0,14,0,3,1,1,2,8,21
2009-10,COLIMA,06,0,2,0,5,0,78,9,2,1,11,3,2,3,9,0,1,1,2,1,1,5
2009-10,CHIAPAS,07,19,1,0,12,1,21,8,0,12,23,1,1,2,35,9,1,1,25,2,9,20
2009-10,CHIHUAHUA,08,1,2,0,14,0,50,11,3,14,75,4,0,14,71,1,6,2,19,6,0,59
2009-10,DISTRITO FEDERAL,09,1,0,0,0,0,527,263,104,40,332,1,12,90,106,5,11,9,66,25,20,324
2009-10,DURANGO,10,2,5,3,8,0,10,18,0,6,16,2,0,3,26,0,2,0,23,1,5,21
2009-10,GUANAJUATO,11,2,0,0,19,0,573,25,18,6,45,2,3,2,59,0,9,1,49,2,1,40
2009-10,GUERRERO,12,0,0,0,32,0,46,1,1,5,17,9,3,4,67,1,4,2,0,11,15,13
2009-10,HIDALGO,13,0,0,0,5,0,8,3,2,5,56,3,0,1,23,0,4,1,7,5,84,34
2009-10,JALISCO,14,11,2,2,45,1,617,90,9,11,69,6,2,10,120,2,12,3,127,6,14,49
2009-10,MêXICO,15,0,0,0,12,3,95,47,3,4,152,10,6,10,86,2,6,3,57,14,6,97
2009-10,MICHOACµN,16,14,0,10,4,0,36,40,1,0,15,10,5,2,88,0,4,1,8,15,5,26
2009-10,MORELOS,17,0,0,0,6,0,15,0,0,3,8,1,0,4,26,0,11,2,24,7,2,18
2009-10,NAYARIT,18,12,0,0,18,0,4,5,1,2,6,4,1,2,17,2,7,3,8,1,0,12
2009-10,NUEVO LE‡N,19,8,0,0,1,0,109,0,3,1,31,1,1,9,25,1,0,1,6,1,1,11
2009-10,OAXACA,20,0,4,1,1,0,8,25,1,2,23,6,0,5,54,3,20,0,3,1,3,15
2009-10,PUEBLA,21,0,0,0,4,2,37,2,3,4,62,8,5,4,31,4,2,0,6,0,3,28
2009-10,QUERêTARO,22,0,0,0,4,0,22,1,1,2,9,2,3,3,25,0,1,0,17,0,0,7
2009-10,QUINTANA ROO,23,9,0,1,12,2,46,16,0,4,23,13,0,5,19,0,1,0,6,0,1,26
2009-10,SAN LUIS POTOS÷,24,1,2,0,0,0,10,1,2,14,14,3,0,3,26,0,2,0,10,3,5,7
2009-10,SINALOA,25,2,2,0,28,0,111,145,4,3,23,4,1,14,69,0,2,3,15,4,2,16
2009-10,SONORA,26,2,14,1,22,0,160,28,2,19,56,2,0,3,61,48,3,0,84,4,28,55
2009-10,TABASCO,27,0,0,0,8,1,18,0,0,6,18,8,0,9,8,5,0,1,1,6,8,21
2009-10,TAMAULIPAS,28,0,0,0,11,0,102,0,0,33,75,7,0,15,56,0,4,0,1,10,4,34
2009-10,TLAXCALA,29,0,0,0,0,0,9,0,0,6,6,5,2,0,7,0,2,0,2,1,1,12
2009-10,VERACRUZ,30,2,2,0,13,0,18,5,2,7,93,4,4,16,33,6,6,0,46,5,8,48
2009-10,YUCATµN,31,0,0,0,2,0,37,4,0,1,10,2,0,0,2,0,1,0,0,1,2,7
2009-10,ZACATECAS,32,0,1,0,0,0,4,7,0,1,4,1,0,0,7,0,0,0,1,0,1,11
2009-11,AGUASCALIENTES,01,0,0,0,0,0,22,7,0,0,7,0,0,0,6,0,2,0,5,0,2,9
2009-11,BAJA CALIFORNIA,02,1,0,0,9,1,59,17,2,20,199,3,23,12,127,34,4,1,765,12,1,63
2009-11,BAJA CALIFORNIA SUR,03,0,0,0,8,0,19,5,0,4,12,1,1,2,9,0,2,0,56,0,0,2
2009-11,CAMPECHE,04,0,2,0,7,0,15,0,1,2,6,7,0,1,1,2,0,1,1,1,1,9
2009-11,COAHUILA,05,0,0,0,3,1,9,12,1,10,27,2,0,2,12,0,9,0,3,1,2,28
2009-11,COLIMA,06,0,0,0,8,0,75,5,2,1,5,1,2,3,8,0,2,1,5,3,0,4
2009-11,CHIAPAS,07,8,2,0,14,1,27,3,0,13,17,7,2,2,35,4,6,1,31,2,5,21
2009-11,CHIHUAHUA,08,1,6,0,7,0,50,23,5,18,59,2,0,6,55,1,4,2,10,6,1,48
2009-11,DISTRITO FEDERAL,09,0,0,0,6,0,655,404,86,32,260,7,18,78,123,3,10,10,40,29,13,396
2009-11,DURANGO,10,1,0,3,9,0,18,26,0,3,19,0,0,3,24,0,3,2,7,1,1,14
2009-11,GUANAJUATO,11,5,0,0,6,0,600,29,14,2,26,5,1,5,62,0,12,0,83,5,1,24
2009-11,GUERRERO,12,0,0,0,21,0,44,5,1,3,11,12,1,4,56,0,4,0,2,9,2,16
2009-11,HIDALGO,13,1,0,0,1,0,9,6,0,3,24,2,3,0,23,3,4,0,1,1,2,24
2009-11,JALISCO,14,8,4,0,57,1,590,54,10,7,56,6,11,4,110,0,15,4,155,4,4,75
2009-11,MêXICO,15,1,0,0,14,2,78,37,8,4,118,9,8,11,68,2,10,4,38,15,6,84
2009-11,MICHOACµN,16,13,0,4,3,0,32,43,1,1,19,16,3,0,79,2,3,0,18,16,0,38
2009-11,MORELOS,17,0,0,0,6,0,22,1,0,2,11,0,0,6,21,0,3,0,44,3,0,12
2009-11,NAYARIT,18,3,0,0,21,2,9,11,0,4,5,3,1,0,8,0,3,0,2,0,0,9
2009-11,NUEVO LE‡N,19,0,0,0,0,0,120,0,2,3,27,0,0,15,22,0,0,0,11,4,3,15
2009-11,OAXACA,20,0,1,0,7,1,7,34,0,2,20,3,0,7,44,2,30,0,2,1,2,22
2009-11,PUEBLA,21,0,0,0,5,2,27,2,3,1,29,3,0,1,26,0,12,2,10,0,0,22
2009-11,QUERêTARO,22,0,0,0,1,0,14,0,1,3,11,0,2,1,25,0,1,0,31,1,1,11
2009-11,QUINTANA ROO,23,0,0,0,8,0,32,17,2,3,22,1,1,3,12,2,2,0,9,6,1,17
2009-11,SAN LUIS POTOS÷,24,1,2,0,0,0,3,1,2,7,8,1,0,1,35,1,5,0,5,2,0,8
2009-11,SINALOA,25,5,2,0,53,0,105,164,2,7,22,5,0,8,82,0,8,2,10,5,0,17
2009-11,SONORA,26,13,20,0,14,0,141,55,1,16,57,0,1,2,52,23,8,0,84,3,0,28
2009-11,TABASCO,27,0,0,0,15,1,14,0,0,3,4,0,0,2,7,6,0,0,0,2,1,15
2009-11,TAMAULIPAS,28,0,1,0,3,0,97,0,1,21,58,0,0,6,48,3,1,0,0,7,1,35
2009-11,TLAXCALA,29,0,0,0,0,0,2,1,1,4,18,5,0,0,7,0,1,0,5,1,0,10
2009-11,VERACRUZ,30,2,0,0,15,0,21,1,1,7,78,6,0,15,38,5,10,0,28,7,7,32
2009-11,YUCATµN,31,0,0,0,1,0,28,2,0,2,5,2,3,0,8,0,0,1,4,0,1,9
2009-11,ZACATECAS,32,2,0,0,2,0,6,2,0,3,2,0,0,0,11,0,6,0,1,1,0,3
2009-12,AGUASCALIENTES,01,0,0,0,0,0,25,0,1,0,1,0,0,1,8,0,1,1,0,0,0,9
2009-12,BAJA CALIFORNIA,02,2,0,0,13,0,27,21,6,27,170,3,10,23,160,37,5,1,688,7,1,71
2009-12,BAJA CALIFORNIA SUR,03,0,3,0,2,0,17,3,2,6,12,1,0,8,6,0,0,0,46,0,1,6
2009-12,CAMPECHE,04,2,0,0,0,0,11,2,0,2,3,2,0,1,5,0,1,0,0,0,0,10
2009-12,COAHUILA,05,0,1,0,2,0,7,15,0,13,17,1,0,1,14,1,16,0,3,0,0,10
2009-12,COLIMA,06,0,0,0,1,1,91,4,1,1,8,5,0,3,12,0,1,0,12,0,1,10
2009-12,CHIAPAS,07,6,4,0,2,0,14,3,0,10,20,7,1,6,31,6,3,0,15,1,1,15
2009-12,CHIHUAHUA,08,4,3,0,11,0,45,27,2,5,51,0,3,6,51,2,6,1,1,0,0,46
2009-12,DISTRITO FEDERAL,09,0,0,0,4,0,714,495,87,55,276,4,22,99,170,0,9,7,43,130,18,278
2009-12,DURANGO,10,3,3,2,4,0,13,45,0,3,15,0,0,7,33,0,0,0,12,0,1,16
2009-12,GUANAJUATO,11,0,0,0,18,3,613,321,21,1,23,3,7,8,61,0,4,0,28,1,0,20
2009-12,GUERRERO,12,0,0,0,12,0,38,0,2,5,9,5,0,1,63,0,3,2,5,4,3,12
2009-12,HIDALGO,13,1,0,0,8,1,8,6,0,0,25,10,1,2,39,3,8,0,1,0,0,18
2009-12,JALISCO,14,2,3,1,37,0,554,67,10,11,76,3,8,7,94,0,10,1,170,0,4,57
2009-12,MêXICO,15,0,0,0,10,1,51,26,11,14,124,5,7,5,85,0,6,2,36,0,0,83
2009-12,MICHOACµN,16,3,3,0,2,0,27,22,0,2,20,21,1,2,68,0,4,5,8,1,0,26
2009-12,MORELOS,17,0,0,0,5,0,11,2,0,1,4,1,0,3,28,0,1,0,45,1,0,11
2009-12,NAYARIT,18,1,0,1,12,0,2,18,0,2,7,0,0,1,12,0,2,0,2,0,1,5
2009-12,NUEVO LE‡N,19,1,0,0,2,0,117,0,4,1,18,0,0,1,15,0,1,1,3,0,0,12
2009-12,OAXACA,20,0,6,1,7,0,10,33,0,4,26,13,2,4,65,5,20,0,3,1,0,20
2009-12,PUEBLA,21,0,0,0,3,1,20,1,4,6,22,5,2,0,45,2,6,0,1,0,1,21
2009-12,QUERêTARO,22,0,0,0,1,0,7,0,0,3,18,2,1,5,18,0,0,1,28,0,1,7
2009-12,QUINTANA ROO,23,0,1,18,9,1,27,14,2,4,17,1,1,4,35,3,1,1,4,0,1,16
2009-12,SAN LUIS POTOS÷,24,2,4,0,1,0,4,1,0,9,13,3,0,0,39,1,0,0,6,1,1,9
2009-12,SINALOA,25,2,2,0,17,1,85,140,10,3,18,0,2,3,65,0,5,0,10,0,0,11
2009-12,SONORA,26,16,17,2,15,0,105,42,0,53,31,4,0,2,67,14,5,1,89,0,0,28
2009-12,TABASCO,27,1,0,0,8,0,12,1,0,3,11,0,0,2,12,2,0,2,5,2,3,12
2009-12,TAMAULIPAS,28,0,0,0,0,0,100,0,2,36,41,2,0,5,40,0,1,0,2,0,1,35
2009-12,TLAXCALA,29,0,0,0,2,1,3,0,0,1,11,4,0,0,11,0,2,0,1,0,0,12
2009-12,VERACRUZ,30,0,0,0,12,0,15,2,0,4,38,3,0,6,47,6,11,0,22,0,3,23
2009-12,YUCATµN,31,0,0,0,0,0,18,0,0,0,4,0,0,2,3,0,0,1,1,0,0,1
2009-12,ZACATECAS,32,1,0,0,1,0,7,2,0,0,8,0,0,0,7,0,2,0,0,0,5,2
2010-01,AGUASCALIENTES,01,0,0,0,0,0,48,3,0,1,5,0,4,4,12,0,0,0,2,1,0,8
2010-01,BAJA CALIFORNIA,02,8,0,0,0,0,724,2,1,11,151,2,14,8,137,30,10,0,3,5,1,37
2010-01,BAJA CALIFORNIA SUR,03,0,1,0,8,0,19,8,0,2,9,1,2,2,4,0,1,0,44,0,0,5
2010-01,CAMPECHE,04,1,0,0,3,0,8,2,0,0,9,10,0,2,9,0,1,0,0,1,2,4
2010-01,COAHUILA,05,0,1,0,0,0,15,14,1,3,21,0,0,4,17,0,4,1,3,0,0,16
2010-01,COLIMA,06,1,0,0,1,0,69,6,2,1,2,2,1,4,9,0,1,0,13,0,0,6
2010-01,CHIAPAS,07,8,1,0,15,0,19,4,0,9,19,8,0,5,31,3,2,0,29,2,1,23
2010-01,CHIHUAHUA,08,6,1,0,16,0,43,23,2,15,36,0,1,7,44,2,1,3,10,4,0,43
2010-01,DISTRITO FEDERAL,09,0,0,0,23,0,"1,034",532,93,53,212,9,18,45,122,0,2,7,48,33,14,205
2010-01,DURANGO,10,3,3,4,5,0,9,13,0,7,14,4,0,1,25,0,0,1,5,0,3,17
2010-01,GUANAJUATO,11,4,1,0,20,2,305,288,23,1,16,0,3,4,56,0,8,0,31,2,3,22
2010-01,GUERRERO,12,0,2,0,34,0,44,5,1,3,12,6,2,6,71,0,1,2,2,10,0,18
2010-01,HIDALGO,13,1,0,0,4,0,12,3,0,4,37,7,1,1,46,3,3,0,6,3,22,14
2010-01,JALISCO,14,11,1,1,39,3,911,69,27,19,91,3,11,5,135,0,18,3,318,4,2,77
2010-01,MêXICO,15,1,0,0,20,3,60,58,7,8,115,8,7,6,117,0,4,1,60,7,8,62
2010-01,MICHOACµN,16,7,0,2,4,1,17,31,0,2,43,7,0,8,77,0,5,1,18,11,1,23
2010-01,MORELOS,17,0,1,0,10,0,17,3,0,0,7,10,0,7,32,0,3,0,49,3,2,8
2010-01,NAYARIT,18,4,0,0,5,0,3,13,0,1,7,7,0,2,14,0,10,0,6,2,0,18
2010-01,NUEVO LE‡N,19,1,0,0,8,0,127,0,2,8,24,0,0,9,29,0,0,0,4,2,0,15
2010-01,OAXACA,20,1,6,0,16,0,14,28,0,3,21,6,1,7,58,2,10,4,2,2,1,14
2010-01,PUEBLA,21,0,0,0,3,1,31,1,1,0,22,6,0,0,24,6,9,0,5,1,3,13
2010-01,QUERêTARO,22,2,1,0,3,1,1,0,2,2,10,3,2,0,30,0,2,1,35,0,0,14
2010-01,QUINTANA ROO,23,0,0,3,4,2,47,11,2,1,20,10,2,3,10,1,0,2,5,2,1,18
2010-01,SAN LUIS POTOS÷,24,0,1,0,2,0,19,2,2,5,20,1,1,2,17,0,1,0,2,1,1,13
2010-01,SINALOA,25,9,3,0,26,1,88,185,1,6,38,7,0,6,63,0,1,1,8,0,1,10
2010-01,SONORA,26,4,37,0,19,1,111,49,0,30,32,2,1,0,62,30,0,1,93,5,1,24
2010-01,TABASCO,27,0,0,0,0,1,21,1,0,2,15,2,1,9,2,8,0,1,1,6,1,19
2010-01,TAMAULIPAS,28,0,0,0,1,0,99,0,4,36,40,1,0,3,37,0,4,0,2,5,3,49
2010-01,TLAXCALA,29,0,0,0,2,0,2,0,0,3,3,1,2,2,11,0,2,0,0,0,1,8
2010-01,VERACRUZ,30,0,1,0,4,1,19,2,2,10,115,8,2,6,60,4,11,0,58,5,5,85
